,sample,collection_date,county,lineage
1896,USA/CA-CZB-11656/2020,2020-09-23 00:00:00,Santa Clara County,B.1.243
1897,USA/CA-CZB-11652/2020,2020-09-23 00:00:00,Santa Clara County,B.1.243
1898,USA/CA-CZB-11649/2020,2020-09-23 00:00:00,Santa Clara County,B.1.243
1899,USA/CA-CZB-11015/2020,2020-08-20 00:00:00,Santa Clara County,B.1.1.174
1900,USA/CA-CZB-11016/2020,2020-08-20 00:00:00,Santa Clara County,B.1.369
1901,USA/CA-CZB-11017/2020,2020-08-24 00:00:00,Santa Clara County,B.1.1.174
1902,USA/CA-CZB-11018/2020,2020-08-28 00:00:00,Santa Clara County,B.1.239
1903,USA/CA-CZB-11666/2020,2020-09-24 00:00:00,Santa Clara County,B.1
1904,USA/CA-CZB-11663/2020,2020-09-24 00:00:00,Santa Clara County,B.1
1905,USA/CA-CZB-11682/2020,2020-09-24 00:00:00,Santa Clara County,B.1.399
1906,USA/CA-CZB-11683/2020,2020-09-24 00:00:00,Santa Clara County,B.1.399
1907,USA/CA-CZB-11679/2020,2020-09-24 00:00:00,Santa Clara County,B.1.399
1908,USA/CA-CZB-11681/2020,2020-09-25 00:00:00,Santa Clara County,B.1.399
1909,USA/CA-CZB-11667/2020,2020-09-25 00:00:00,Santa Clara County,B.1
1910,USA/CA-CZB-11668/2020,2020-09-25 00:00:00,Santa Clara County,B.1
1911,USA/CA-CZB-11670/2020,2020-09-25 00:00:00,Santa Clara County,B.1.402
1912,USA/CA-CZB-11671/2020,2020-09-25 00:00:00,Santa Clara County,B.1
1913,USA/CA-CZB-11672/2020,2020-09-25 00:00:00,Santa Clara County,B.1
1914,USA/CA-CZB-11673/2020,2020-09-23 00:00:00,Santa Clara County,B.1.369
1915,USA/CA-CZB-11674/2020,2020-09-23 00:00:00,Santa Clara County,B.1.239
1916,USA/CA-CZB-11675/2020,2020-09-24 00:00:00,Santa Clara County,B.1.369
1917,USA/CA-CZB-11676/2020,2020-09-24 00:00:00,Santa Clara County,B.1.369
1918,USA/CA-CZB-11677/2020,2020-08-16 00:00:00,Santa Clara County,B.1.1.174
1919,USA/CA-CZB-11678/2020,2020-09-24 00:00:00,Santa Clara County,B.1
1920,USA/CA-CZB-11685/2020,2020-09-28 00:00:00,Santa Clara County,B.1
1921,USA/CA-CZB-11686/2020,2020-09-28 00:00:00,Santa Clara County,B.1.399
1922,USA/CA-CZB-11688/2020,2020-09-28 00:00:00,Santa Clara County,B.1
1923,USA/CA-CZB-11689/2020,2020-09-28 00:00:00,Santa Clara County,B.1
1924,USA/CA-CZB-11690/2020,2020-09-28 00:00:00,Santa Clara County,B.1.305
1925,USA/CA-CZB-11691/2020,2020-09-27 00:00:00,Santa Clara County,B.1.369
1926,USA/CA-CZB-12816/2020,2020-09-23 00:00:00,Santa Clara County,B.1.1.135
1927,USA/CA-CZB-11883/2020,2020-09-30 00:00:00,Santa Clara County,B.1
1928,USA/CA-CZB-11880/2020,2020-09-29 00:00:00,Santa Clara County,B.1.399
1929,USA/CA-CZB-11885/2020,2020-09-30 00:00:00,Santa Clara County,B.1.1.70
1930,USA/CA-CZB-11886/2020,2020-09-30 00:00:00,Santa Clara County,B.1
1931,USA/CA-CZB-11692/2020,2020-09-28 00:00:00,Santa Clara County,B.1.239
1932,USA/CA-CZB-11881/2020,2020-09-30 00:00:00,Santa Clara County,B.1.399
1933,USA/CA-CZB-11882/2020,2020-09-30 00:00:00,Santa Clara County,B.1.399
1934,USA/CA-CZB-11887/2020,2020-09-30 00:00:00,Santa Clara County,B.1.243
1935,USA/CA-CZB-11890/2020,2020-09-30 00:00:00,Santa Clara County,B.1.453
1936,USA/CA-CZB-11893/2020,2020-09-30 00:00:00,Santa Clara County,B.1.243
1937,USA/CA-CZB-11693/2020,2020-09-27 00:00:00,Santa Clara County,B.1.243
1938,USA/CA-CZB-11894/2020,2020-10-01 00:00:00,Santa Clara County,B.1.243
1939,USA/CA-CZB-11895/2020,2020-10-01 00:00:00,Santa Clara County,B.1
1940,USA/CA-CZB-11898/2020,2020-10-02 00:00:00,Santa Clara County,B.1.399
1941,USA/CA-CZB-11899/2020,2020-10-02 00:00:00,Santa Clara County,B.1.305
1942,USA/CA-CZB-11904/2020,2020-10-02 00:00:00,Santa Clara County,B.1
1943,USA/CA-CZB-11905/2020,2020-10-02 00:00:00,Santa Clara County,B.1.305
1944,USA/CA-CZB-11900/2020,2020-10-03 00:00:00,Santa Clara County,B.1.399
1945,USA/CA-CZB-11901/2020,2020-10-03 00:00:00,Santa Clara County,B.1.399
1946,USA/CA-CZB-11913/2020,2020-10-04 00:00:00,Santa Clara County,B.1.369
1947,USA/CA-CZB-11914/2020,2020-10-04 00:00:00,Santa Clara County,B.1.241
1948,USA/CA-CZB-12817/2020,2020-09-26 00:00:00,Santa Clara County,B.1.1.135
1949,USA/CA-CZB-12818/2020,2020-09-30 00:00:00,Santa Clara County,B.1.1.135
1950,USA/CA-CZB-11908/2020,2020-10-04 00:00:00,Santa Clara County,B.1.1.70
1951,USA/CA-CZB-11909/2020,2020-10-01 00:00:00,Santa Clara County,B.1.369
1952,USA/CA-CZB-11915/2020,2020-10-05 00:00:00,Santa Clara County,B.1.399
1953,USA/CA-CZB-11916/2020,2020-10-05 00:00:00,Santa Clara County,B.1.399
1954,USA/CA-CZB-11917/2020,2020-10-05 00:00:00,Santa Clara County,B.1.399
1955,USA/CA-CZB-11911/2020,2020-10-05 00:00:00,Santa Clara County,B.1.399
1956,USA/CA-CZB-11912/2020,2020-10-05 00:00:00,Santa Clara County,B.1.399
1957,USA/CA-CZB-11919/2020,2020-10-05 00:00:00,Santa Clara County,B.1.399
1958,USA/CA-CZB-11920/2020,2020-10-04 00:00:00,Santa Clara County,B.1.216
1959,USA/CA-CZB-11922/2020,2020-10-05 00:00:00,Santa Clara County,B.1.243
1960,USA/CA-CZB-11925/2020,2020-10-06 00:00:00,Santa Clara County,B.1.453
1961,USA/CA-CZB-11926/2020,2020-10-06 00:00:00,Santa Clara County,B.1.305
1962,USA/CA-CZB-11928/2020,2020-10-06 00:00:00,Santa Clara County,B.1.305
1963,USA/CA-CZB-11929/2020,2020-10-06 00:00:00,Santa Clara County,B.1.305
1964,USA/CA-CZB-11931/2020,2020-10-06 00:00:00,Santa Clara County,B.1.399
1965,USA/CA-CZB-11932/2020,2020-10-06 00:00:00,Santa Clara County,B.1.243
1966,USA/CA-CZB-11933/2020,2020-10-06 00:00:00,Santa Clara County,B.1.305
1967,USA/CA-CZB-12819/2020,2020-09-30 00:00:00,Santa Clara County,B.1.1.135
1968,USA/CA-CZB-12820/2020,2020-09-30 00:00:00,Santa Clara County,B.1.1.135
1969,USA/CA-CZB-11937/2020,2020-10-07 00:00:00,Santa Clara County,B.1.399
1970,USA/CA-CZB-12293/2020,2020-10-07 00:00:00,Santa Clara County,B.1.2
1971,USA/CA-CZB-12295/2020,2020-10-07 00:00:00,Santa Clara County,B.1.2
1972,USA/CA-CZB-12289/2020,2020-10-07 00:00:00,Santa Clara County,B.1.232
1973,USA/CA-CZB-12290/2020,2020-10-07 00:00:00,Santa Clara County,B.1.2
1974,USA/CA-CZB-12291/2020,2020-10-07 00:00:00,Santa Clara County,B.1.2
1975,USA/CA-CZB-12303/2020,2020-10-07 00:00:00,Santa Clara County,B.1.243
1976,USA/CA-CZB-12297/2020,2020-10-07 00:00:00,Santa Clara County,B.1.243
1977,USA/CA-CZB-12298/2020,2020-10-07 00:00:00,Santa Clara County,B.1.243
1978,USA/CA-CZB-12305/2020,2020-10-07 00:00:00,Santa Clara County,B.1
1979,USA/CA-CZB-12299/2020,2020-10-07 00:00:00,Santa Clara County,B.1.243
1980,USA/CA-CZB-12300/2020,2020-10-07 00:00:00,Santa Clara County,B.1
1981,USA/CA-CZB-12309/2020,2020-10-07 00:00:00,Santa Clara County,B.1
1982,USA/CA-CZB-12312/2020,2020-10-07 00:00:00,Santa Clara County,B.1.243
1983,USA/CA-CZB-12311/2020,2020-10-07 00:00:00,Santa Clara County,B.1.243
1984,USA/CA-CZB-12313/2020,2020-10-07 00:00:00,Santa Clara County,B.1
1985,USA/CA-CZB-12314/2020,2020-10-07 00:00:00,Santa Clara County,B.1
1986,USA/CA-CZB-12315/2020,2020-10-08 00:00:00,Santa Clara County,B.1.305
1987,USA/CA-CZB-12317/2020,2020-10-08 00:00:00,Santa Clara County,B.1.305
1988,USA/CA-CZB-12318/2020,2020-10-08 00:00:00,Santa Clara County,B.1.305
1989,USA/CA-CZB-12319/2020,2020-10-08 00:00:00,Santa Clara County,B.1.305
1990,USA/CA-CZB-12320/2020,2020-10-08 00:00:00,Santa Clara County,B.1.305
1991,USA/CA-CZB-12321/2020,2020-10-08 00:00:00,Santa Clara County,B.1.305
1992,USA/CA-CZB-12322/2020,2020-10-08 00:00:00,Santa Clara County,B.1.305
1993,USA/CA-CZB-12323/2020,2020-10-08 00:00:00,Santa Clara County,B.1.305
1994,USA/CA-CZB-12324/2020,2020-10-08 00:00:00,Santa Clara County,B.1.305
1995,USA/CA-CZB-12329/2020,2020-10-08 00:00:00,Santa Clara County,B.1.399
1996,USA/CA-CZB-12330/2020,2020-10-08 00:00:00,Santa Clara County,B.1.399
1997,USA/CA-CZB-12325/2020,2020-10-07 00:00:00,Santa Clara County,B.1.399
1998,USA/CA-CZB-12821/2020,2020-09-30 00:00:00,Santa Clara County,B.1.1.135
1999,USA/CA-CZB-12822/2020,2020-09-30 00:00:00,Santa Clara County,B.1.1.135
2000,USA/CA-CZB-12332/2020,2020-10-09 00:00:00,Santa Clara County,B.1.399
2001,USA/CA-CZB-12333/2020,2020-10-08 00:00:00,Santa Clara County,B.1.399
2002,USA/CA-CZB-12334/2020,2020-10-08 00:00:00,Santa Clara County,B.1.399
2003,USA/CA-CZB-12335/2020,2020-10-08 00:00:00,Santa Clara County,B.1.399
2004,USA/CA-CZB-12351/2020,2020-10-08 00:00:00,Santa Clara County,B.1.369
2005,USA/CA-CZB-12336/2020,2020-10-10 00:00:00,Santa Clara County,B.1.305
2006,USA/CA-CZB-12339/2020,2020-10-10 00:00:00,Santa Clara County,B.1.305
2007,USA/CA-CZB-12340/2020,2020-10-11 00:00:00,Santa Clara County,B.1.305
2008,USA/CA-CZB-12341/2020,2020-10-11 00:00:00,Santa Clara County,B.1.305
2009,USA/CA-CZB-12342/2020,2020-10-11 00:00:00,Santa Clara County,B.1.305
2010,USA/CA-CZB-12344/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2011,USA/CA-CZB-12345/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2012,USA/CA-CZB-12346/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2013,USA/CA-CZB-12350/2020,2020-10-12 00:00:00,Santa Clara County,B.1.216
2014,USA/CA-CZB-12348/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2015,USA/CA-CZB-12774/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2016,USA/CA-CZB-12352/2020,2020-10-13 00:00:00,Santa Clara County,B.1.361
2017,USA/CA-CZB-12353/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2018,USA/CA-CZB-12354/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2019,USA/CA-CZB-12355/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2020,USA/CA-CZB-12356/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2021,USA/CA-CZB-12357/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2022,USA/CA-CZB-12358/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2023,USA/CA-CZB-12359/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2024,USA/CA-CZB-12360/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2025,USA/CA-CZB-12362/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2026,USA/CA-CZB-12363/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2027,USA/CA-CZB-12364/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2028,USA/CA-CZB-12365/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2029,USA/CA-CZB-12366/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2030,USA/CA-CZB-12775/2020,2020-10-14 00:00:00,Santa Clara County,B.1.232
2031,USA/CA-CZB-12776/2020,2020-10-14 00:00:00,Santa Clara County,B.1.2
2032,USA/CA-CZB-12777/2020,2020-10-14 00:00:00,Santa Clara County,B.1.305
2033,USA/CA-CZB-12791/2020,2020-10-14 00:00:00,Santa Clara County,B.1
2034,USA/CA-CZB-12792/2020,2020-10-14 00:00:00,Santa Clara County,B.1.243
2035,USA/CA-CZB-12793/2020,2020-10-14 00:00:00,Santa Clara County,B.1.243
2036,USA/CA-CZB-12794/2020,2020-10-14 00:00:00,Santa Clara County,B.1.243
2037,USA/CA-CZB-12786/2020,2020-10-14 00:00:00,Santa Clara County,B.1.404
2038,USA/CA-CZB-12787/2020,2020-10-14 00:00:00,Santa Clara County,B.1.404
2039,USA/CA-CZB-12795/2020,2020-10-14 00:00:00,Santa Clara County,B.1.1.162
2040,USA/CA-CZB-12788/2020,2020-10-14 00:00:00,Santa Clara County,B.1.2
2041,USA/CA-CZB-12789/2020,2020-10-14 00:00:00,Santa Clara County,B.1.2
2042,USA/CA-CZB-12796/2020,2020-10-14 00:00:00,Santa Clara County,B.1.243
2043,USA/CA-CZB-12782/2020,2020-10-14 00:00:00,Santa Clara County,B.1.396
2044,USA/CA-CZB-12779/2020,2020-10-14 00:00:00,Santa Clara County,B.1.243
2045,USA/CA-CZB-12780/2020,2020-10-14 00:00:00,Santa Clara County,B.1.243
2046,USA/CA-CZB-12781/2020,2020-10-14 00:00:00,Santa Clara County,B.1.243
2047,USA/CA-CZB-12798/2020,2020-10-15 00:00:00,Santa Clara County,B.1.399
2048,USA/CA-CZB-12800/2020,2020-10-15 00:00:00,Santa Clara County,B.1.399
2049,USA/CA-CZB-12802/2020,2020-10-15 00:00:00,Santa Clara County,B.1.399
2050,USA/CA-CZB-12803/2020,2020-10-16 00:00:00,Santa Clara County,B.1.399
2051,USA/CA-CZB-12804/2020,2020-10-15 00:00:00,Santa Clara County,B.1.399
2052,USA/CA-CZB-12805/2020,2020-10-16 00:00:00,Santa Clara County,B.1.399
2053,USA/CA-CZB-12806/2020,2020-10-16 00:00:00,Santa Clara County,B.1.305
2054,USA/CA-CZB-12807/2020,2020-10-16 00:00:00,Santa Clara County,B.1.305
2055,USA/CA-CZB-12808/2020,2020-10-13 00:00:00,Santa Clara County,B.1.243
2056,USA/CA-CZB-12823/2020,2020-09-23 00:00:00,Santa Clara County,B.1.1.135
2057,USA/CA-CZB-12824/2020,2020-09-23 00:00:00,Santa Clara County,B.1.1.135
2058,USA/CA-CZB-12825/2020,2020-10-18 00:00:00,Santa Clara County,B.1.399
2059,USA/CA-CZB-12827/2020,2020-10-18 00:00:00,Santa Clara County,B.1.399
2060,USA/CA-CZB-12828/2020,2020-10-18 00:00:00,Santa Clara County,B.1.399
2061,USA/CA-CZB-12829/2020,2020-10-18 00:00:00,Santa Clara County,B.1.399
2062,USA/CA-CZB-12846/2020,2020-10-19 00:00:00,Santa Clara County,B.1.399
2063,USA/CA-CZB-12847/2020,2020-10-19 00:00:00,Santa Clara County,B.1.399
2064,USA/CA-CZB-12842/2020,2020-10-19 00:00:00,Santa Clara County,B.1.399
2065,USA/CA-CZB-12843/2020,2020-10-19 00:00:00,Santa Clara County,B.1.399
2066,USA/CA-CZB-12844/2020,2020-10-19 00:00:00,Santa Clara County,B.1.399
2067,USA/CA-CZB-12831/2020,2020-10-19 00:00:00,Santa Clara County,B.1.232
2068,USA/CA-CZB-12845/2020,2020-10-19 00:00:00,Santa Clara County,B.1.305
2069,USA/CA-CZB-12852/2020,2020-10-20 00:00:00,Santa Clara County,B.1.232
2070,USA/CA-CZB-12835/2020,2020-10-20 00:00:00,Santa Clara County,B.1.232
2071,USA/CA-CZB-12836/2020,2020-10-20 00:00:00,Santa Clara County,B.1.232
2072,USA/CA-CZB-12837/2020,2020-10-20 00:00:00,Santa Clara County,B.1.232
2073,USA/CA-CZB-12838/2020,2020-10-20 00:00:00,Santa Clara County,B.1.232
2074,USA/CA-CZB-12839/2020,2020-10-20 00:00:00,Santa Clara County,B.1.232
2075,USA/CA-CZB-12840/2020,2020-10-20 00:00:00,Santa Clara County,B.1.232
2076,USA/CA-CZB-12854/2020,2020-10-19 00:00:00,Santa Clara County,B.1.399
2077,USA/CA-CZB-12855/2020,2020-10-19 00:00:00,Santa Clara County,B.1.399
2078,USA/CA-CZB-12973/2020,2020-10-21 00:00:00,Santa Clara County,B.1.2
2079,USA/CA-CZB-12975/2020,2020-10-21 00:00:00,Santa Clara County,B.1.2
2080,USA/CA-CZB-12978/2020,2020-10-21 00:00:00,Santa Clara County,B.1.1.162
2081,USA/CA-CZB-12983/2020,2020-10-21 00:00:00,Santa Clara County,B.1.369
2082,USA/CA-CZB-12984/2020,2020-10-21 00:00:00,Santa Clara County,B.1
2083,USA/CA-CZB-12989/2020,2020-10-21 00:00:00,Santa Clara County,B.1.2
2084,USA/CA-CZB-12981/2020,2020-10-21 00:00:00,Santa Clara County,B.1.1.139
2085,USA/CA-CZB-12986/2020,2020-10-21 00:00:00,Santa Clara County,B.1.243
2086,USA/CA-CZB-12987/2020,2020-10-21 00:00:00,Santa Clara County,B.1.396
2087,USA/CA-CZB-12988/2020,2020-10-21 00:00:00,Santa Clara County,B.1.1.216
2088,USA/CA-CZB-13000/2020,2020-10-21 00:00:00,Santa Clara County,B.1.243
2089,USA/CA-CZB-12991/2020,2020-10-21 00:00:00,Santa Clara County,B.1.453
2090,USA/CA-CZB-12993/2020,2020-10-21 00:00:00,Santa Clara County,B.1.453
2091,USA/CA-CZB-12994/2020,2020-10-21 00:00:00,Santa Clara County,B.1.453
2092,USA/CA-CZB-13007/2020,2020-10-22 00:00:00,Santa Clara County,B.1.305
2093,USA/CA-CZB-13009/2020,2020-10-23 00:00:00,Santa Clara County,B.1.2
2094,USA/CA-CZB-13012/2020,2020-10-26 00:00:00,Santa Clara County,B.1.305
2095,USA/CA-CZB-13014/2020,2020-10-26 00:00:00,Santa Clara County,B.1.399
2096,USA/CA-CZB-13016/2020,2020-10-26 00:00:00,Santa Clara County,B.1.399
2097,USA/CA-CZB-13017/2020,2020-10-26 00:00:00,Santa Clara County,B.1.399
2098,USA/CA-CZB-13018/2020,2020-10-26 00:00:00,Santa Clara County,B.1.399
2099,USA/CA-CZB-13019/2020,2020-10-26 00:00:00,Santa Clara County,B.1.232
2100,USA/CA-CZB-13013/2020,2020-10-25 00:00:00,Santa Clara County,B.1.369
2101,USA/CA-CZB-13256/2020,2020-10-28 00:00:00,Santa Clara County,B.1.305
2102,USA/CA-CZB-13265/2020,2020-10-28 00:00:00,Santa Clara County,B.1.243
2103,USA/CA-CZB-13271/2020,2020-10-28 00:00:00,Santa Clara County,B.1.243
2104,USA/CA-CZB-13272/2020,2020-10-28 00:00:00,Santa Clara County,B.1
2105,USA/CA-CZB-13273/2020,2020-10-28 00:00:00,Santa Clara County,B.1.243
2106,USA/CA-CZB-13274/2020,2020-10-28 00:00:00,Santa Clara County,B.1.404
2107,USA/CA-CZB-13284/2020,2020-10-29 00:00:00,Santa Clara County,B.1.399
2108,USA/CA-CZB-13285/2020,2020-10-29 00:00:00,Santa Clara County,B.1.399
2109,USA/CA-CZB-13289/2020,2020-10-29 00:00:00,Santa Clara County,B.1.399
2110,USA/CA-CZB-13290/2020,2020-10-29 00:00:00,Santa Clara County,B.1.399
2111,USA/CA-CZB-13291/2020,2020-10-29 00:00:00,Santa Clara County,B.1.399
2112,USA/CA-CZB-13294/2020,2020-10-31 00:00:00,Santa Clara County,B.1.305
2113,USA/CA-CZB-13296/2020,2020-10-31 00:00:00,Santa Clara County,B.1.305
2114,USA/CA-CZB-13297/2020,2020-10-31 00:00:00,Santa Clara County,B.1.305
2115,USA/CA-CZB-13298/2020,2020-10-31 00:00:00,Santa Clara County,B.1.305
2116,USA/CA-CZB-13300/2020,2020-10-31 00:00:00,Santa Clara County,B.1.305
2117,USA/CA-CZB-13303/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2118,USA/CA-CZB-13304/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2119,USA/CA-CZB-13309/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2120,USA/CA-CZB-13310/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2121,USA/CA-CZB-13311/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2122,USA/CA-CZB-13312/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2123,USA/CA-CZB-13314/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2124,USA/CA-CZB-13315/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2125,USA/CA-CZB-13316/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2126,USA/CA-CZB-13318/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2127,USA/CA-CZB-13320/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2128,USA/CA-CZB-13322/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2129,USA/CA-CZB-13324/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2130,USA/CA-CZB-13326/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2131,USA/CA-CZB-13328/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2132,USA/CA-CZB-13329/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2133,USA/CA-CZB-13330/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2134,USA/CA-CZB-13331/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2135,USA/CA-CZB-13332/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2136,USA/CA-CZB-13334/2020,2020-11-02 00:00:00,Santa Clara County,B.1.2
2137,USA/CA-CZB-13301/2020,2020-10-31 00:00:00,Santa Clara County,B.1.243
2138,USA/CA-CZB-13336/2020,2020-11-02 00:00:00,Santa Clara County,B.1.1.222
2139,USA/CA-CZB-13338/2020,2020-11-03 00:00:00,Santa Clara County,B.1.399
2140,USA/CA-CZB-13681/2020,2020-11-04 00:00:00,Santa Clara County,B.1.404
2141,USA/CA-CZB-13675/2020,2020-11-04 00:00:00,Santa Clara County,B.1.2
2142,USA/CA-CZB-13682/2020,2020-11-04 00:00:00,Santa Clara County,B.1.523
2143,USA/CA-CZB-13684/2020,2020-11-04 00:00:00,Santa Clara County,B.1.240
2144,USA/CA-CZB-13677/2020,2020-11-04 00:00:00,Santa Clara County,B.1.232
2145,USA/CA-CZB-13657/2020,2020-11-04 00:00:00,Santa Clara County,B.1.305
2146,USA/CA-CZB-13658/2020,2020-11-04 00:00:00,Santa Clara County,B.1.305
2147,USA/CA-CZB-13659/2020,2020-11-04 00:00:00,Santa Clara County,B.1.305
2148,USA/CA-CZB-13660/2020,2020-11-04 00:00:00,Santa Clara County,B.1.305
2149,USA/CA-CZB-13661/2020,2020-11-04 00:00:00,Santa Clara County,B.1.305
2150,USA/CA-CZB-13663/2020,2020-11-04 00:00:00,Santa Clara County,B.1.305
2151,USA/CA-CZB-13664/2020,2020-11-04 00:00:00,Santa Clara County,B.1.305
2152,USA/CA-CZB-13679/2020,2020-11-04 00:00:00,Santa Clara County,B.1.2
2153,USA/CA-CZB-13683/2020,2020-11-04 00:00:00,Santa Clara County,B.1.232
2154,USA/CA-CZB-13668/2020,2020-11-04 00:00:00,Santa Clara County,B.1.243
2155,USA/CA-CZB-13669/2020,2020-11-04 00:00:00,Santa Clara County,B.1.1.216
2156,USA/CA-CZB-13670/2020,2020-11-04 00:00:00,Santa Clara County,B.1.1.216
2157,USA/CA-CZB-13673/2020,2020-11-04 00:00:00,Santa Clara County,B.1.243
2158,USA/CA-CZB-13693/2020,2020-11-04 00:00:00,Santa Clara County,B.1.243
2159,USA/CA-CZB-13339/2020,2020-11-03 00:00:00,Santa Clara County,B.1.243
2160,USA/CA-CZB-13685/2020,2020-11-05 00:00:00,Santa Clara County,B.1.1.139
2161,USA/CA-CZB-13686/2020,2020-11-05 00:00:00,Santa Clara County,B.1.1.139
2162,USA/CA-CZB-13689/2020,2020-11-05 00:00:00,Santa Clara County,B.1.1.139
2163,USA/CA-CZB-13690/2020,2020-11-05 00:00:00,Santa Clara County,B.1.1.139
2164,USA/CA-CZB-13696/2020,2020-11-05 00:00:00,Santa Clara County,B.1.399
2165,USA/CA-CZB-13697/2020,2020-11-05 00:00:00,Santa Clara County,B.1.399
2166,USA/CA-CZB-13698/2020,2020-11-06 00:00:00,Santa Clara County,B.1.1.222
2167,USA/CA-CZB-13699/2020,2020-11-06 00:00:00,Santa Clara County,B.1.1.222
2168,USA/CA-CZB-13700/2020,2020-11-06 00:00:00,Santa Clara County,B.1.1.222
2169,USA/CA-CZB-13701/2020,2020-11-06 00:00:00,Santa Clara County,B.1.399
2170,USA/CA-CZB-13706/2020,2020-11-09 00:00:00,Santa Clara County,B.1.2
2171,USA/CA-CZB-13712/2020,2020-11-09 00:00:00,Santa Clara County,B.1.396
2172,USA/CA-CZB-13702/2020,2020-11-04 00:00:00,Santa Clara County,B.1.1.222
2173,USA/CA-CZB-14510/2020,2020-11-09 00:00:00,Santa Clara County,B.1.399
2174,USA/CA-CZB-14529/2020,2020-11-11 00:00:00,Santa Clara County,B.1.2
2175,USA/CA-CZB-14536/2020,2020-11-11 00:00:00,Santa Clara County,B.1.1.216
2176,USA/CA-CZB-14537/2020,2020-11-11 00:00:00,Santa Clara County,B.1.2
2177,USA/CA-CZB-14545/2020,2020-11-11 00:00:00,Santa Clara County,B.1.2
2178,USA/CA-CZB-14516/2020,2020-11-11 00:00:00,Santa Clara County,B.1.1.212
2179,USA/CA-CZB-14511/2020,2020-11-11 00:00:00,Santa Clara County,B.1.232
2180,USA/CA-CZB-14512/2020,2020-11-11 00:00:00,Santa Clara County,B.1.232
2181,USA/CA-CZB-14520/2020,2020-11-11 00:00:00,Santa Clara County,B.1.1.212
2182,USA/CA-CZB-14522/2020,2020-11-11 00:00:00,Santa Clara County,B.1.399
2183,USA/CA-CZB-14523/2020,2020-11-11 00:00:00,Santa Clara County,B.1.429
2184,USA/CA-CZB-14543/2020,2020-11-11 00:00:00,Santa Clara County,B.1.429
2185,USA/CA-CZB-14544/2020,2020-11-11 00:00:00,Santa Clara County,B.1.2
2186,USA/CA-CZB-14531/2020,2020-11-11 00:00:00,Santa Clara County,B.1.232
2187,USA/CA-CZB-14528/2020,2020-11-11 00:00:00,Santa Clara County,B.1.232
2188,USA/CA-CZB-14548/2020,2020-11-11 00:00:00,Santa Clara County,B.1.232
2189,USA/CA-CZB-14532/2020,2020-11-11 00:00:00,Santa Clara County,B.1.402
2190,USA/CA-CZB-14533/2020,2020-11-11 00:00:00,Santa Clara County,B.1.232
2191,USA/CA-CZB-14547/2020,2020-11-11 00:00:00,Santa Clara County,B.1.1.222
2192,USA/CA-CZB-14539/2020,2020-11-12 00:00:00,Santa Clara County,B.1
2193,USA/CA-CZB-14540/2020,2020-11-12 00:00:00,Santa Clara County,B.1
2194,USA/CA-CZB-14541/2020,2020-11-12 00:00:00,Santa Clara County,B.1
2195,USA/CA-CZB-14553/2020,2020-11-14 00:00:00,Santa Clara County,B.1.2
2196,USA/CA-CZB-14554/2020,2020-11-14 00:00:00,Santa Clara County,B.1.2
2197,USA/CA-CZB-14555/2020,2020-11-14 00:00:00,Santa Clara County,B.1.2
2198,USA/CA-CZB-14556/2020,2020-11-14 00:00:00,Santa Clara County,B.1.2
