,sample,collection_date,county,lineage
2173,USA/CA-CZB-11909/2020,2020-10-01 00:00:00,Santa Clara County,B.1.369
2174,USA/CA-CZB-11915/2020,2020-10-05 00:00:00,Santa Clara County,B.1.399
2175,USA/CA-CZB-11916/2020,2020-10-05 00:00:00,Santa Clara County,B.1.399
2176,USA/CA-CZB-11917/2020,2020-10-05 00:00:00,Santa Clara County,B.1.399
2177,USA/CA-CZB-11911/2020,2020-10-05 00:00:00,Santa Clara County,B.1.399
2178,USA/CA-CZB-11912/2020,2020-10-05 00:00:00,Santa Clara County,B.1.399
2179,USA/CA-CZB-11919/2020,2020-10-05 00:00:00,Santa Clara County,B.1.399
2180,USA/CA-CZB-11920/2020,2020-10-04 00:00:00,Santa Clara County,B.1.216
2181,USA/CA-CZB-11922/2020,2020-10-05 00:00:00,Santa Clara County,B.1.243
2182,USA/CA-CZB-11925/2020,2020-10-06 00:00:00,Santa Clara County,B.1.453
2183,USA/CA-CZB-11926/2020,2020-10-06 00:00:00,Santa Clara County,B.1.305
2184,USA/CA-CZB-11928/2020,2020-10-06 00:00:00,Santa Clara County,B.1.305
2185,USA/CA-CZB-11929/2020,2020-10-06 00:00:00,Santa Clara County,B.1.305
2186,USA/CA-CZB-11931/2020,2020-10-06 00:00:00,Santa Clara County,B.1.399
2187,USA/CA-CZB-11932/2020,2020-10-06 00:00:00,Santa Clara County,B.1.243
2188,USA/CA-CZB-11933/2020,2020-10-06 00:00:00,Santa Clara County,B.1.305
2189,USA/CA-CZB-12819/2020,2020-09-30 00:00:00,Santa Clara County,B.1.1.4
2190,USA/CA-CZB-12820/2020,2020-09-30 00:00:00,Santa Clara County,B.1.1.4
2191,USA/CA-CZB-11937/2020,2020-10-07 00:00:00,Santa Clara County,B.1.399
2192,USA/CA-CZB-12293/2020,2020-10-07 00:00:00,Santa Clara County,B.1.2
2193,USA/CA-CZB-12295/2020,2020-10-07 00:00:00,Santa Clara County,B.1.2
2194,USA/CA-CZB-12289/2020,2020-10-07 00:00:00,Santa Clara County,B.1.232
2195,USA/CA-CZB-12290/2020,2020-10-07 00:00:00,Santa Clara County,B.1.2
2196,USA/CA-CZB-12291/2020,2020-10-07 00:00:00,Santa Clara County,B.1.2
2197,USA/CA-CZB-12303/2020,2020-10-07 00:00:00,Santa Clara County,B.1.243
2198,USA/CA-CZB-12297/2020,2020-10-07 00:00:00,Santa Clara County,B.1.243
2199,USA/CA-CZB-12298/2020,2020-10-07 00:00:00,Santa Clara County,B.1.243
2200,USA/CA-CZB-12305/2020,2020-10-07 00:00:00,Santa Clara County,B.1
2201,USA/CA-CZB-12299/2020,2020-10-07 00:00:00,Santa Clara County,B.1.243
2202,USA/CA-CZB-12300/2020,2020-10-07 00:00:00,Santa Clara County,B.1
2203,USA/CA-CZB-12309/2020,2020-10-07 00:00:00,Santa Clara County,B.1
2204,USA/CA-CZB-12312/2020,2020-10-07 00:00:00,Santa Clara County,B.1.243
2205,USA/CA-CZB-12311/2020,2020-10-07 00:00:00,Santa Clara County,B.1.243
2206,USA/CA-CZB-12313/2020,2020-10-07 00:00:00,Santa Clara County,B.1
2207,USA/CA-CZB-12314/2020,2020-10-07 00:00:00,Santa Clara County,B.1
2208,USA/CA-CZB-12315/2020,2020-10-08 00:00:00,Santa Clara County,B.1.305
2209,USA/CA-CZB-12317/2020,2020-10-08 00:00:00,Santa Clara County,B.1.305
2210,USA/CA-CZB-12318/2020,2020-10-08 00:00:00,Santa Clara County,B.1.305
2211,USA/CA-CZB-12319/2020,2020-10-08 00:00:00,Santa Clara County,B.1.305
2212,USA/CA-CZB-12320/2020,2020-10-08 00:00:00,Santa Clara County,B.1.305
2213,USA/CA-CZB-12321/2020,2020-10-08 00:00:00,Santa Clara County,B.1.305
2214,USA/CA-CZB-12322/2020,2020-10-08 00:00:00,Santa Clara County,B.1.305
2215,USA/CA-CZB-12323/2020,2020-10-08 00:00:00,Santa Clara County,B.1.305
2216,USA/CA-CZB-12324/2020,2020-10-08 00:00:00,Santa Clara County,B.1.305
2217,USA/CA-CZB-12329/2020,2020-10-08 00:00:00,Santa Clara County,B.1.399
2218,USA/CA-CZB-12330/2020,2020-10-08 00:00:00,Santa Clara County,B.1.399
2219,USA/CA-CZB-12325/2020,2020-10-07 00:00:00,Santa Clara County,B.1.399
2220,USA/CA-CZB-12821/2020,2020-09-30 00:00:00,Santa Clara County,B.1.1.4
2221,USA/CA-CZB-12822/2020,2020-09-30 00:00:00,Santa Clara County,B.1.1.4
2222,USA/CA-CZB-12332/2020,2020-10-09 00:00:00,Santa Clara County,B.1.399
2223,USA/CA-CZB-12333/2020,2020-10-08 00:00:00,Santa Clara County,B.1.399
2224,USA/CA-CZB-12334/2020,2020-10-08 00:00:00,Santa Clara County,B.1.399
2225,USA/CA-CZB-12335/2020,2020-10-08 00:00:00,Santa Clara County,B.1.399
2226,USA/CA-CZB-12351/2020,2020-10-08 00:00:00,Santa Clara County,B.1.369
2227,USA/CA-CZB-12336/2020,2020-10-10 00:00:00,Santa Clara County,B.1.305
2228,USA/CA-CZB-12339/2020,2020-10-10 00:00:00,Santa Clara County,B.1.305
2229,USA/CA-CZB-12340/2020,2020-10-11 00:00:00,Santa Clara County,B.1.305
2230,USA/CA-CZB-12341/2020,2020-10-11 00:00:00,Santa Clara County,B.1.305
2231,USA/CA-CZB-12342/2020,2020-10-11 00:00:00,Santa Clara County,B.1.305
2232,USA/CA-CZB-12344/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2233,USA/CA-CZB-12345/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2234,USA/CA-CZB-12346/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2235,USA/CA-CZB-12350/2020,2020-10-12 00:00:00,Santa Clara County,B.1.216
2236,USA/CA-CZB-12348/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2237,USA/CA-CZB-12774/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2238,USA/CA-CZB-12352/2020,2020-10-13 00:00:00,Santa Clara County,B.1.361
2239,USA/CA-CZB-12353/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2240,USA/CA-CZB-12354/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2241,USA/CA-CZB-12355/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2242,USA/CA-CZB-12356/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2243,USA/CA-CZB-12357/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2244,USA/CA-CZB-12358/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2245,USA/CA-CZB-12359/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2246,USA/CA-CZB-12360/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2247,USA/CA-CZB-12362/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2248,USA/CA-CZB-12363/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2249,USA/CA-CZB-12364/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2250,USA/CA-CZB-12365/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2251,USA/CA-CZB-12366/2020,2020-10-12 00:00:00,Santa Clara County,B.1.399
2252,USA/CA-CZB-12775/2020,2020-10-14 00:00:00,Santa Clara County,B.1.232
2253,USA/CA-CZB-12776/2020,2020-10-14 00:00:00,Santa Clara County,B.1.2
2254,USA/CA-CZB-12777/2020,2020-10-14 00:00:00,Santa Clara County,B.1.305
2255,USA/CA-CZB-12791/2020,2020-10-14 00:00:00,Santa Clara County,B.1
2256,USA/CA-CZB-12792/2020,2020-10-14 00:00:00,Santa Clara County,B.1.243
2257,USA/CA-CZB-12793/2020,2020-10-14 00:00:00,Santa Clara County,B.1.243
2258,USA/CA-CZB-12794/2020,2020-10-14 00:00:00,Santa Clara County,B.1.243
2259,USA/CA-CZB-12786/2020,2020-10-14 00:00:00,Santa Clara County,B.1.404
2260,USA/CA-CZB-12787/2020,2020-10-14 00:00:00,Santa Clara County,B.1.404
2261,USA/CA-CZB-12795/2020,2020-10-14 00:00:00,Santa Clara County,B.1.1.282
2262,USA/CA-CZB-12788/2020,2020-10-14 00:00:00,Santa Clara County,B.1.2
2263,USA/CA-CZB-12789/2020,2020-10-14 00:00:00,Santa Clara County,B.1.2
2264,USA/CA-CZB-12796/2020,2020-10-14 00:00:00,Santa Clara County,B.1.243
2265,USA/CA-CZB-12782/2020,2020-10-14 00:00:00,Santa Clara County,B.1.396
2266,USA/CA-CZB-12779/2020,2020-10-14 00:00:00,Santa Clara County,B.1.243
2267,USA/CA-CZB-12780/2020,2020-10-14 00:00:00,Santa Clara County,B.1.243
2268,USA/CA-CZB-12781/2020,2020-10-14 00:00:00,Santa Clara County,B.1.243
2269,USA/CA-CZB-12798/2020,2020-10-15 00:00:00,Santa Clara County,B.1.399
2270,USA/CA-CZB-12800/2020,2020-10-15 00:00:00,Santa Clara County,B.1.399
2271,USA/CA-CZB-12802/2020,2020-10-15 00:00:00,Santa Clara County,B.1.399
2272,USA/CA-CZB-12803/2020,2020-10-16 00:00:00,Santa Clara County,B.1.399
2273,USA/CA-CZB-12804/2020,2020-10-15 00:00:00,Santa Clara County,B.1.399
2274,USA/CA-CZB-12805/2020,2020-10-16 00:00:00,Santa Clara County,B.1.399
2275,USA/CA-CZB-12806/2020,2020-10-16 00:00:00,Santa Clara County,B.1.305
2276,USA/CA-CZB-12807/2020,2020-10-16 00:00:00,Santa Clara County,B.1.305
2277,USA/CA-CZB-12808/2020,2020-10-13 00:00:00,Santa Clara County,B.1.243
2278,USA/CA-CZB-12823/2020,2020-09-23 00:00:00,Santa Clara County,B.1.1.4
2279,USA/CA-CZB-12824/2020,2020-09-23 00:00:00,Santa Clara County,B.1.1.4
2280,USA/CA-CZB-12825/2020,2020-10-18 00:00:00,Santa Clara County,B.1.399
2281,USA/CA-CZB-12827/2020,2020-10-18 00:00:00,Santa Clara County,B.1.399
2282,USA/CA-CZB-12828/2020,2020-10-18 00:00:00,Santa Clara County,B.1.399
2283,USA/CA-CZB-12829/2020,2020-10-18 00:00:00,Santa Clara County,B.1.399
2284,USA/CA-CZB-12846/2020,2020-10-19 00:00:00,Santa Clara County,B.1.399
2285,USA/CA-CZB-12847/2020,2020-10-19 00:00:00,Santa Clara County,B.1.399
2286,USA/CA-CZB-12842/2020,2020-10-19 00:00:00,Santa Clara County,B.1.399
2287,USA/CA-CZB-12843/2020,2020-10-19 00:00:00,Santa Clara County,B.1.399
2288,USA/CA-CZB-12844/2020,2020-10-19 00:00:00,Santa Clara County,B.1.399
2289,USA/CA-CZB-12831/2020,2020-10-19 00:00:00,Santa Clara County,B.1.232
2290,USA/CA-CZB-12845/2020,2020-10-19 00:00:00,Santa Clara County,B.1.305
2291,USA/CA-CZB-12852/2020,2020-10-20 00:00:00,Santa Clara County,B.1.232
2292,USA/CA-CZB-12835/2020,2020-10-20 00:00:00,Santa Clara County,B.1.232
2293,USA/CA-CZB-12836/2020,2020-10-20 00:00:00,Santa Clara County,B.1.232
2294,USA/CA-CZB-12837/2020,2020-10-20 00:00:00,Santa Clara County,B.1.232
2295,USA/CA-CZB-12838/2020,2020-10-20 00:00:00,Santa Clara County,B.1.232
2296,USA/CA-CZB-12839/2020,2020-10-20 00:00:00,Santa Clara County,B.1.232
2297,USA/CA-CZB-12840/2020,2020-10-20 00:00:00,Santa Clara County,B.1.232
2298,USA/CA-CZB-12854/2020,2020-10-19 00:00:00,Santa Clara County,B.1.399
2299,USA/CA-CZB-12855/2020,2020-10-19 00:00:00,Santa Clara County,B.1.399
2300,USA/CA-CZB-12973/2020,2020-10-21 00:00:00,Santa Clara County,B.1.2
2301,USA/CA-CZB-12975/2020,2020-10-21 00:00:00,Santa Clara County,B.1.2
2302,USA/CA-CZB-12978/2020,2020-10-21 00:00:00,Santa Clara County,B.1.1.282
2303,USA/CA-CZB-12983/2020,2020-10-21 00:00:00,Santa Clara County,B.1.369
2304,USA/CA-CZB-12984/2020,2020-10-21 00:00:00,Santa Clara County,B.1
2305,USA/CA-CZB-12989/2020,2020-10-21 00:00:00,Santa Clara County,B.1.2
2306,USA/CA-CZB-12981/2020,2020-10-21 00:00:00,Santa Clara County,B.1.1.139
2307,USA/CA-CZB-12986/2020,2020-10-21 00:00:00,Santa Clara County,B.1.243
2308,USA/CA-CZB-12987/2020,2020-10-21 00:00:00,Santa Clara County,B.1.396
2309,USA/CA-CZB-12988/2020,2020-10-21 00:00:00,Santa Clara County,B.1.1.119
2310,USA/CA-CZB-13000/2020,2020-10-21 00:00:00,Santa Clara County,B.1.243
2311,USA/CA-CZB-12991/2020,2020-10-21 00:00:00,Santa Clara County,B.1.453
2312,USA/CA-CZB-12993/2020,2020-10-21 00:00:00,Santa Clara County,B.1.453
2313,USA/CA-CZB-12994/2020,2020-10-21 00:00:00,Santa Clara County,B.1.453
2314,USA/CA-CZB-13007/2020,2020-10-22 00:00:00,Santa Clara County,B.1.305
2315,USA/CA-CZB-13009/2020,2020-10-23 00:00:00,Santa Clara County,B.1.2
2316,USA/CA-CZB-13012/2020,2020-10-26 00:00:00,Santa Clara County,B.1.305
2317,USA/CA-CZB-13014/2020,2020-10-26 00:00:00,Santa Clara County,B.1.399
2318,USA/CA-CZB-13016/2020,2020-10-26 00:00:00,Santa Clara County,B.1.399
2319,USA/CA-CZB-13017/2020,2020-10-26 00:00:00,Santa Clara County,B.1.399
2320,USA/CA-CZB-13018/2020,2020-10-26 00:00:00,Santa Clara County,B.1.399
2321,USA/CA-CZB-13019/2020,2020-10-26 00:00:00,Santa Clara County,B.1.232
2322,USA/CA-CZB-13013/2020,2020-10-25 00:00:00,Santa Clara County,B.1.369
2323,USA/CA-CZB-13256/2020,2020-10-28 00:00:00,Santa Clara County,B.1.305
2324,USA/CA-CZB-13265/2020,2020-10-28 00:00:00,Santa Clara County,B.1.243
2325,USA/CA-CZB-13271/2020,2020-10-28 00:00:00,Santa Clara County,B.1.243
2326,USA/CA-CZB-13272/2020,2020-10-28 00:00:00,Santa Clara County,B.1
2327,USA/CA-CZB-13273/2020,2020-10-28 00:00:00,Santa Clara County,B.1.243
2328,USA/CA-CZB-13274/2020,2020-10-28 00:00:00,Santa Clara County,B.1.404
2329,USA/CA-CZB-13284/2020,2020-10-29 00:00:00,Santa Clara County,B.1.399
2330,USA/CA-CZB-13285/2020,2020-10-29 00:00:00,Santa Clara County,B.1.399
2331,USA/CA-CZB-13289/2020,2020-10-29 00:00:00,Santa Clara County,B.1.399
2332,USA/CA-CZB-13290/2020,2020-10-29 00:00:00,Santa Clara County,B.1.399
2333,USA/CA-CZB-13291/2020,2020-10-29 00:00:00,Santa Clara County,B.1.399
2334,USA/CA-CZB-13294/2020,2020-10-31 00:00:00,Santa Clara County,B.1.305
2335,USA/CA-CZB-13296/2020,2020-10-31 00:00:00,Santa Clara County,B.1.305
2336,USA/CA-CZB-13297/2020,2020-10-31 00:00:00,Santa Clara County,B.1.305
2337,USA/CA-CZB-13298/2020,2020-10-31 00:00:00,Santa Clara County,B.1.305
2338,USA/CA-CZB-13300/2020,2020-10-31 00:00:00,Santa Clara County,B.1.305
2339,USA/CA-CZB-13303/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2340,USA/CA-CZB-13304/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2341,USA/CA-CZB-13309/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2342,USA/CA-CZB-13310/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2343,USA/CA-CZB-13311/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2344,USA/CA-CZB-13312/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2345,USA/CA-CZB-13314/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2346,USA/CA-CZB-13315/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2347,USA/CA-CZB-13316/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2348,USA/CA-CZB-13318/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2349,USA/CA-CZB-13320/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2350,USA/CA-CZB-13322/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2351,USA/CA-CZB-13324/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2352,USA/CA-CZB-13326/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2353,USA/CA-CZB-13328/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2354,USA/CA-CZB-13329/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2355,USA/CA-CZB-13330/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2356,USA/CA-CZB-13331/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2357,USA/CA-CZB-13332/2020,2020-11-02 00:00:00,Santa Clara County,B.1.399
2358,USA/CA-CZB-13334/2020,2020-11-02 00:00:00,Santa Clara County,B.1.2
2359,USA/CA-CZB-13301/2020,2020-10-31 00:00:00,Santa Clara County,B.1.243
2360,USA/CA-CZB-13336/2020,2020-11-02 00:00:00,Santa Clara County,B.1.1.222
2361,USA/CA-CZB-13338/2020,2020-11-03 00:00:00,Santa Clara County,B.1.399
2362,USA/CA-CZB-13681/2020,2020-11-04 00:00:00,Santa Clara County,B.1.404
2363,USA/CA-CZB-13675/2020,2020-11-04 00:00:00,Santa Clara County,B.1.2
2364,USA/CA-CZB-13682/2020,2020-11-04 00:00:00,Santa Clara County,B.1.523
2365,USA/CA-CZB-13684/2020,2020-11-04 00:00:00,Santa Clara County,B.1.240
2366,USA/CA-CZB-13677/2020,2020-11-04 00:00:00,Santa Clara County,B.1.232
2367,USA/CA-CZB-13657/2020,2020-11-04 00:00:00,Santa Clara County,B.1.305
2368,USA/CA-CZB-13658/2020,2020-11-04 00:00:00,Santa Clara County,B.1.305
2369,USA/CA-CZB-13659/2020,2020-11-04 00:00:00,Santa Clara County,B.1.305
2370,USA/CA-CZB-13660/2020,2020-11-04 00:00:00,Santa Clara County,B.1.305
2371,USA/CA-CZB-13661/2020,2020-11-04 00:00:00,Santa Clara County,B.1.305
2372,USA/CA-CZB-13663/2020,2020-11-04 00:00:00,Santa Clara County,B.1.305
2373,USA/CA-CZB-13664/2020,2020-11-04 00:00:00,Santa Clara County,B.1.305
2374,USA/CA-CZB-13679/2020,2020-11-04 00:00:00,Santa Clara County,B.1.2
2375,USA/CA-CZB-13683/2020,2020-11-04 00:00:00,Santa Clara County,B.1.232
2376,USA/CA-CZB-13668/2020,2020-11-04 00:00:00,Santa Clara County,B.1.243
2377,USA/CA-CZB-13669/2020,2020-11-04 00:00:00,Santa Clara County,B.1.1.119
2378,USA/CA-CZB-13670/2020,2020-11-04 00:00:00,Santa Clara County,B.1.1.119
2379,USA/CA-CZB-13673/2020,2020-11-04 00:00:00,Santa Clara County,B.1.243
2380,USA/CA-CZB-13693/2020,2020-11-04 00:00:00,Santa Clara County,B.1.243
2381,USA/CA-CZB-13339/2020,2020-11-03 00:00:00,Santa Clara County,B.1.243
2382,USA/CA-CZB-13685/2020,2020-11-05 00:00:00,Santa Clara County,B.1.1.139
2383,USA/CA-CZB-13686/2020,2020-11-05 00:00:00,Santa Clara County,B.1.1.139
2384,USA/CA-CZB-13689/2020,2020-11-05 00:00:00,Santa Clara County,B.1.1.139
2385,USA/CA-CZB-13690/2020,2020-11-05 00:00:00,Santa Clara County,B.1.1.139
2386,USA/CA-CZB-13696/2020,2020-11-05 00:00:00,Santa Clara County,B.1
2387,USA/CA-CZB-13697/2020,2020-11-05 00:00:00,Santa Clara County,B.1.399
2388,USA/CA-CZB-13698/2020,2020-11-06 00:00:00,Santa Clara County,B.1.1.222
2389,USA/CA-CZB-13699/2020,2020-11-06 00:00:00,Santa Clara County,B.1.1.222
2390,USA/CA-CZB-13700/2020,2020-11-06 00:00:00,Santa Clara County,B.1.1.222
2391,USA/CA-CZB-13701/2020,2020-11-06 00:00:00,Santa Clara County,B.1.399
2392,USA/CA-CZB-13706/2020,2020-11-09 00:00:00,Santa Clara County,B.1.2
2393,USA/CA-CZB-13712/2020,2020-11-09 00:00:00,Santa Clara County,B.1.396
2394,USA/CA-CZB-13702/2020,2020-11-04 00:00:00,Santa Clara County,B.1.1.222
2395,USA/CA-CZB-14510/2020,2020-11-09 00:00:00,Santa Clara County,B.1.399
2396,USA/CA-CZB-14529/2020,2020-11-11 00:00:00,Santa Clara County,B.1.2
2397,USA/CA-CZB-14536/2020,2020-11-11 00:00:00,Santa Clara County,B.1.1.119
2398,USA/CA-CZB-14537/2020,2020-11-11 00:00:00,Santa Clara County,B.1.2
2399,USA/CA-CZB-14545/2020,2020-11-11 00:00:00,Santa Clara County,B.1.2
2400,USA/CA-CZB-14516/2020,2020-11-11 00:00:00,Santa Clara County,B.1.1.119
2401,USA/CA-CZB-14511/2020,2020-11-11 00:00:00,Santa Clara County,B.1.232
2402,USA/CA-CZB-14512/2020,2020-11-11 00:00:00,Santa Clara County,B.1.232
2403,USA/CA-CZB-14520/2020,2020-11-11 00:00:00,Santa Clara County,B.1.1.119
2404,USA/CA-CZB-14522/2020,2020-11-11 00:00:00,Santa Clara County,B.1.399
2405,USA/CA-CZB-14523/2020,2020-11-11 00:00:00,Santa Clara County,B.1.429
2406,USA/CA-CZB-14543/2020,2020-11-11 00:00:00,Santa Clara County,B.1.429
2407,USA/CA-CZB-14544/2020,2020-11-11 00:00:00,Santa Clara County,B.1.2
2408,USA/CA-CZB-14531/2020,2020-11-11 00:00:00,Santa Clara County,B.1.232
2409,USA/CA-CZB-14528/2020,2020-11-11 00:00:00,Santa Clara County,B.1.232
2410,USA/CA-CZB-14548/2020,2020-11-11 00:00:00,Santa Clara County,B.1.232
2411,USA/CA-CZB-14532/2020,2020-11-11 00:00:00,Santa Clara County,B.1.402
2412,USA/CA-CZB-14533/2020,2020-11-11 00:00:00,Santa Clara County,B.1.232
2413,USA/CA-CZB-14547/2020,2020-11-11 00:00:00,Santa Clara County,B.1.1.222
2414,USA/CA-CZB-14539/2020,2020-11-12 00:00:00,Santa Clara County,B.1
2415,USA/CA-CZB-14540/2020,2020-11-12 00:00:00,Santa Clara County,B.1
2416,USA/CA-CZB-14541/2020,2020-11-12 00:00:00,Santa Clara County,B.1
2417,USA/CA-CZB-14553/2020,2020-11-14 00:00:00,Santa Clara County,B.1.2
2418,USA/CA-CZB-14554/2020,2020-11-14 00:00:00,Santa Clara County,B.1.2
2419,USA/CA-CZB-14555/2020,2020-11-14 00:00:00,Santa Clara County,B.1.2
2420,USA/CA-CZB-14556/2020,2020-11-14 00:00:00,Santa Clara County,B.1.2
2421,USA/CA-CZB-14557/2020,2020-11-14 00:00:00,Santa Clara County,B.1.2
2422,USA/CA-CZB-14558/2020,2020-11-14 00:00:00,Santa Clara County,B.1.2
2423,USA/CA-CZB-14562/2020,2020-11-14 00:00:00,Santa Clara County,B.1.2
2424,USA/CA-CZB-14563/2020,2020-11-14 00:00:00,Santa Clara County,B.1.2
2425,USA/CA-CZB-14564/2020,2020-11-14 00:00:00,Santa Clara County,B.1.2
2426,USA/CA-CZB-14580/2020,2020-11-13 00:00:00,Santa Clara County,B.1.423
2427,USA/CA-CZB-14565/2020,2020-11-14 00:00:00,Santa Clara County,B.1.1.300
2428,USA/CA-CZB-14566/2020,2020-11-14 00:00:00,Santa Clara County,B.1.1.300
2429,USA/CA-CZB-14567/2020,2020-11-14 00:00:00,Santa Clara County,B.1.1.300
2430,USA/CA-CZB-14568/2020,2020-11-16 00:00:00,Santa Clara County,B.1.243
2431,USA/CA-CZB-14570/2020,2020-11-16 00:00:00,Santa Clara County,B.1.2
2432,USA/CA-CZB-14572/2020,2020-11-16 00:00:00,Santa Clara County,B.1.2
2433,USA/CA-CZB-14573/2020,2020-11-16 00:00:00,Santa Clara County,B.1.239
2434,USA/CA-CZB-14575/2020,2020-11-16 00:00:00,Santa Clara County,B.1.239
2435,USA/CA-CZB-14571/2020,2020-11-13 00:00:00,Santa Clara County,B.1.243
2436,USA/CA-CZB-14577/2020,2020-11-17 00:00:00,Santa Clara County,B.1.1.119
2437,USA/CA-CZB-14578/2020,2020-11-17 00:00:00,Santa Clara County,B.1.1.119
2438,USA/CA-CZB-14581/2020,2020-11-17 00:00:00,Santa Clara County,B.1.2
2439,USA/CA-CZB-14574/2020,2020-11-14 00:00:00,Santa Clara County,B.1.1.216
2440,USA/CA-CZB-14582/2020,2020-11-17 00:00:00,Santa Clara County,B.1.1.300
2441,USA/CA-CZB-14583/2020,2020-11-17 00:00:00,Santa Clara County,B.1.1.119
2442,USA/CA-CZB-14975/2020,2020-11-18 00:00:00,Santa Clara County,B.1.2
2443,USA/CA-CZB-14999/2020,2020-11-18 00:00:00,Santa Clara County,B.1.2
2444,USA/CA-CZB-15000/2020,2020-11-18 00:00:00,Santa Clara County,B.1.1.222
2445,USA/CA-CZB-15001/2020,2020-11-18 00:00:00,Santa Clara County,B.1.1.222
2446,USA/CA-CZB-14584/2020,2020-11-18 00:00:00,Santa Clara County,B.1.2
2447,USA/CA-CZB-15002/2020,2020-11-18 00:00:00,Santa Clara County,B.1.1.222
2448,USA/CA-CZB-14977/2020,2020-11-18 00:00:00,Santa Clara County,B.1.1.222
2449,USA/CA-CZB-14970/2020,2020-11-18 00:00:00,Santa Clara County,B.1.1.222
2450,USA/CA-CZB-15004/2020,2020-11-18 00:00:00,Santa Clara County,B.1.2
2451,USA/CA-CZB-15005/2020,2020-11-18 00:00:00,Santa Clara County,B.1.232
2452,USA/CA-CZB-15006/2020,2020-11-18 00:00:00,Santa Clara County,B.1.232
2453,USA/CA-CZB-15007/2020,2020-11-18 00:00:00,Santa Clara County,B.1.232
2454,USA/CA-CZB-15008/2020,2020-11-18 00:00:00,Santa Clara County,B.1.232
2455,USA/CA-CZB-15009/2020,2020-11-18 00:00:00,Santa Clara County,B.1.232
2456,USA/CA-CZB-14979/2020,2020-11-18 00:00:00,Santa Clara County,B.1.232
2457,USA/CA-CZB-14981/2020,2020-11-18 00:00:00,Santa Clara County,B.1.2
2458,USA/CA-CZB-14982/2020,2020-11-18 00:00:00,Santa Clara County,B.1.243
2459,USA/CA-CZB-14984/2020,2020-11-18 00:00:00,Santa Clara County,B.1.2
2460,USA/CA-CZB-14972/2020,2020-11-18 00:00:00,Santa Clara County,B.1
2461,USA/CA-CZB-14955/2020,2020-11-18 00:00:00,Santa Clara County,B.1.1.222
2462,USA/CA-CZB-14956/2020,2020-11-18 00:00:00,Santa Clara County,B.1
2463,USA/CA-CZB-14957/2020,2020-11-18 00:00:00,Santa Clara County,B.1.1.222
2464,USA/CA-CZB-14958/2020,2020-11-18 00:00:00,Santa Clara County,B.1.243
2465,USA/CA-CZB-14959/2020,2020-11-18 00:00:00,Santa Clara County,B.1.399
2466,USA/CA-CZB-14986/2020,2020-11-18 00:00:00,Santa Clara County,B.1.397
2467,USA/CA-CZB-15033/2020,2020-11-18 00:00:00,Santa Clara County,B.1
2468,USA/CA-CZB-15034/2020,2020-11-18 00:00:00,Santa Clara County,B.1
2469,USA/CA-CZB-14962/2020,2020-11-18 00:00:00,Santa Clara County,B.1
2470,USA/CA-CZB-14963/2020,2020-11-18 00:00:00,Santa Clara County,B.1.243
2471,USA/CA-CZB-14993/2020,2020-11-18 00:00:00,Santa Clara County,B.1.240
2472,USA/CA-CZB-15036/2020,2020-11-18 00:00:00,Santa Clara County,B.1.240
2473,USA/CA-CZB-15047/2020,2020-11-18 00:00:00,Santa Clara County,B.1.397
2474,USA/CA-CZB-15037/2020,2020-11-18 00:00:00,Santa Clara County,B.1.240
2475,USA/CA-CZB-15038/2020,2020-11-18 00:00:00,Santa Clara County,B.1
