gisaid_name	lineage	county	collection_date	MMWRyear	MMWRweek
hCoV-19/USA/CA-CZB-2106/2020	B.1.508	Marin County	2020-05-15	2020	20
hCoV-19/USA/CA-CZB-2109/2020	B.1.508	Marin County	2020-05-15	2020	20
hCoV-19/USA/CA-CZB-2538/2020	B.1.508	Marin County	2020-05-19	2020	21
hCoV-19/USA/CA-CZB-2539/2020	B.1.508	Marin County	2020-05-19	2020	21
hCoV-19/USA/CA-CZB-2111/2020	B.1.508	Marin County	2020-05-20	2020	21
hCoV-19/USA/CA-CZB-2113/2020	B.1.508	Marin County	2020-05-20	2020	21
hCoV-19/USA/CA-CZB-2536/2020	B.1.508	Marin County	2020-05-20	2020	21
hCoV-19/USA/CA-CZB-2537/2020	B.1.508	Marin County	2020-05-20	2020	21
hCoV-19/USA/CA-CZB-2139/2020	B.1.508	Marin County	2020-05-21	2020	21
hCoV-19/USA/CA-CZB-2140/2020	B.1.508	Marin County	2020-05-21	2020	21
hCoV-19/USA/CA-CZB-2141/2020	B.1.508	Marin County	2020-05-21	2020	21
hCoV-19/USA/CA-CZB-2148/2020	B.1.508	Marin County	2020-05-21	2020	21
hCoV-19/USA/CA-CZB-2127/2020	B.1.508	Marin County	2020-05-22	2020	21
hCoV-19/USA/CA-CZB-2128/2020	B.1.508	Marin County	2020-05-22	2020	21
hCoV-19/USA/CA-CZB-2129/2020	B.1.508	Marin County	2020-05-22	2020	21
hCoV-19/USA/CA-CZB-2134/2020	B.1.508	Marin County	2020-05-23	2020	21
hCoV-19/USA/CA-CZB-2531/2020	B.1.508	Marin County	2020-05-28	2020	22
hCoV-19/USA/CA-CZB-13539/2020	B.1.508	Marin County	2020-06-11	2020	24
hCoV-19/USA/CA-CZB-13547/2020	B.1.508	Marin County	2020-06-11	2020	24
hCoV-19/USA/CA-CZB-13538/2020	B.1.508	Marin County	2020-06-11	2020	24
hCoV-19/USA/CA-CZB-13537/2020	B.1.508	Marin County	2020-06-11	2020	24
hCoV-19/USA/CA-CZB-5668/2020	B.1.508	Marin County	2020-08-08	2020	32
hCoV-19/USA/CA-CZB-14951/2020	B.1	Monterey County	2020-06-06	2020	23
hCoV-19/USA/CA-CZB-14954/2020	B.1	Monterey County	2020-06-06	2020	23
hCoV-19/USA/CA-CZB-14953/2020	B.1	Monterey County	2020-06-06	2020	23
hCoV-19/USA/CA-CZB-14952/2020	B.1	Monterey County	2020-06-06	2020	23
hCoV-19/USA/CA-CZB-14948/2020	B.1.239	Monterey County	2020-09-18	2020	38
hCoV-19/USA/CA-CZB-14950/2020	B.1.240	Monterey County	2020-09-04	2020	36
hCoV-19/USA/CA-CZB-14949/2020	B.1.240	Monterey County	2020-09-10	2020	37
hCoV-19/USA/CA-CZB-15367/2020	B.1.429	Monterey County	2020-12-08	2020	50
hCoV-19/USA/CA-CZB-11254/2020	B.1	Napa, Solano, Yolo, Marin Counties	2020-04-24	2020	17
hCoV-19/USA/CA-CZB-11251/2020	B.1	Napa, Solano, Yolo, Marin Counties	2020-04-27	2020	18
hCoV-19/USA/CA-CZB-11277/2020	B.1	Napa, Solano, Yolo, Marin Counties	2020-04-30	2020	18
hCoV-19/USA/CA-CZB-11261/2020	B.1	Napa, Solano, Yolo, Marin Counties	2020-04-30	2020	18
hCoV-19/USA/CA-CZB-11255/2020	B.1	Napa, Solano, Yolo, Marin Counties	2020-04-30	2020	18
hCoV-19/USA/CA-CZB-11250/2020	B.1	Napa, Solano, Yolo, Marin Counties	2020-05-02	2020	18
hCoV-19/USA/CA-CZB-11253/2020	B.1	Napa, Solano, Yolo, Marin Counties	2020-05-09	2020	19
hCoV-19/USA/CA-CZB-11276/2020	B.1	Napa, Solano, Yolo, Marin Counties	2020-09-01	2020	36
hCoV-19/USA/CA-CZB-11267/2020	B.1.1.205	Napa, Solano, Yolo, Marin Counties	2020-09-11	2020	37
hCoV-19/USA/CA-CZB-11268/2020	B.1.1.205	Napa, Solano, Yolo, Marin Counties	2020-09-11	2020	37
hCoV-19/USA/CA-CZB-11270/2020	B.1.1.205	Napa, Solano, Yolo, Marin Counties	2020-09-11	2020	37
hCoV-19/USA/CA-CZB-11274/2020	B.1.1.205	Napa, Solano, Yolo, Marin Counties	2020-09-11	2020	37
hCoV-19/USA/CA-CZB-11269/2020	B.1.1.205	Napa, Solano, Yolo, Marin Counties	2020-09-11	2020	37
hCoV-19/USA/CA-CZB-11271/2020	B.1.1.205	Napa, Solano, Yolo, Marin Counties	2020-09-11	2020	37
hCoV-19/USA/CA-CZB-11273/2020	B.1.1.205	Napa, Solano, Yolo, Marin Counties	2020-09-11	2020	37
hCoV-19/USA/CA-CZB-11263/2020	B.1.1.205	Napa, Solano, Yolo, Marin Counties	2020-09-18	2020	38
hCoV-19/USA/CA-CZB-11264/2020	B.1.1.205	Napa, Solano, Yolo, Marin Counties	2020-09-18	2020	38
hCoV-19/USA/CA-CZB-11262/2020	B.1.1.205	Napa, Solano, Yolo, Marin Counties	2020-09-18	2020	38
hCoV-19/USA/CA-CZB-14602/2020	B.1.1.70	Napa, Solano, Yolo, Marin Counties	2020-10-29	2020	44
hCoV-19/USA/CA-CZB-14606/2020	B.1.1.70	Napa, Solano, Yolo, Marin Counties	2020-10-29	2020	44
hCoV-19/USA/CA-CZB-14603/2020	B.1.1.70	Napa, Solano, Yolo, Marin Counties	2020-10-29	2020	44
hCoV-19/USA/CA-CZB-14604/2020	B.1.1.70	Napa, Solano, Yolo, Marin Counties	2020-10-29	2020	44
hCoV-19/USA/CA-CZB-14605/2020	B.1.1.70	Napa, Solano, Yolo, Marin Counties	2020-10-29	2020	44
hCoV-19/USA/CA-CZB-14601/2020	B.1.1.70	Napa, Solano, Yolo, Marin Counties	2020-10-29	2020	44
hCoV-19/USA/CA-CZB-11275/2020	B.1.2	Napa, Solano, Yolo, Marin Counties	2020-09-01	2020	36
hCoV-19/USA/CA-CZB-11266/2020	B.1.2	Napa, Solano, Yolo, Marin Counties	2020-09-15	2020	38
hCoV-19/USA/CA-CZB-14597/2020	B.1.243	Napa, Solano, Yolo, Marin Counties	2020-10-23	2020	43
hCoV-19/USA/CA-CZB-11272/2020	B.1.369	Napa, Solano, Yolo, Marin Counties	2020-09-11	2020	37
hCoV-19/USA/CA-CZB-1903/2020	A.1	Orange County	2020-04-22	2020	17
hCoV-19/USA/CA-CZB-1817/2020	B.1	Orange County	2020-04-22	2020	17
hCoV-19/USA/CA-CZB-1918/2020	B.1	Orange County	2020-04-22	2020	17
hCoV-19/USA/CA-CZB-1823/2020	B.1	Orange County	2020-04-24	2020	17
hCoV-19/USA/CA-CZB-1824/2020	B.1	Orange County	2020-04-24	2020	17
hCoV-19/USA/CA-CZB-1825/2020	B.1	Orange County	2020-04-24	2020	17
hCoV-19/USA/CA-CZB-1826/2020	B.1	Orange County	2020-04-24	2020	17
hCoV-19/USA/CA-CZB-1827/2020	B.1	Orange County	2020-04-24	2020	17
hCoV-19/USA/CA-CZB-1828/2020	B.1	Orange County	2020-04-24	2020	17
hCoV-19/USA/CA-CZB-1829/2020	B.1	Orange County	2020-04-24	2020	17
hCoV-19/USA/CA-CZB-1830/2020	B.1	Orange County	2020-04-24	2020	17
hCoV-19/USA/CA-CZB-1832/2020	B.1	Orange County	2020-04-24	2020	17
hCoV-19/USA/CA-CZB-1833/2020	B.1	Orange County	2020-04-24	2020	17
hCoV-19/USA/CA-CZB-1835/2020	B.1	Orange County	2020-04-24	2020	17
hCoV-19/USA/CA-CZB-1928/2020	B.1	Orange County	2020-04-24	2020	17
hCoV-19/USA/CA-CZB-1848/2020	B.1	Orange County	2020-04-27	2020	18
hCoV-19/USA/CA-CZB-1854/2020	B.1	Orange County	2020-04-27	2020	18
hCoV-19/USA/CA-CZB-1857/2020	B.1	Orange County	2020-04-27	2020	18
hCoV-19/USA/CA-CZB-1838/2020	B.1	Orange County	2020-04-28	2020	18
hCoV-19/USA/CA-CZB-1839/2020	B.1	Orange County	2020-04-28	2020	18
hCoV-19/USA/CA-CZB-1880/2020	B.1	Orange County	2020-04-28	2020	18
hCoV-19/USA/CA-CZB-1883/2020	B.1	Orange County	2020-04-29	2020	18
hCoV-19/USA/CA-CZB-1884/2020	B.1	Orange County	2020-04-29	2020	18
hCoV-19/USA/CA-CZB-2015/2020	B.1	Orange County	2020-05-01	2020	18
hCoV-19/USA/CA-CZB-2020/2020	B.1	Orange County	2020-05-03	2020	19
hCoV-19/USA/CA-CZB-1945/2020	B.1	Orange County	2020-05-04	2020	19
hCoV-19/USA/CA-CZB-1943/2020	B.1	Orange County	2020-05-04	2020	19
hCoV-19/USA/CA-CZB-1942/2020	B.1	Orange County	2020-05-04	2020	19
hCoV-19/USA/CA-CZB-1936/2020	B.1	Orange County	2020-05-04	2020	19
hCoV-19/USA/CA-CZB-1949/2020	B.1	Orange County	2020-05-05	2020	19
hCoV-19/USA/CA-CZB-1955/2020	B.1	Orange County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-1957/2020	B.1	Orange County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-1958/2020	B.1	Orange County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-1959/2020	B.1	Orange County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-1960/2020	B.1	Orange County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-1961/2020	B.1	Orange County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-1962/2020	B.1	Orange County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-1963/2020	B.1	Orange County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-1964/2020	B.1	Orange County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-1965/2020	B.1	Orange County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-1966/2020	B.1	Orange County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-1967/2020	B.1	Orange County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-1968/2020	B.1	Orange County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-1969/2020	B.1	Orange County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-1971/2020	B.1	Orange County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-2030/2020	B.1	Orange County	2020-05-08	2020	19
hCoV-19/USA/CA-CZB-2031/2020	B.1	Orange County	2020-05-11	2020	20
hCoV-19/USA/CA-CZB-2340/2020	B.1	Orange County	2020-05-12	2020	20
hCoV-19/USA/CA-CZB-2345/2020	B.1	Orange County	2020-05-13	2020	20
hCoV-19/USA/CA-CZB-2348/2020	B.1	Orange County	2020-05-13	2020	20
hCoV-19/USA/CA-CZB-1666/2020	B.1	Orange County	2020-05-14	2020	20
hCoV-19/USA/CA-CZB-1667/2020	B.1	Orange County	2020-05-14	2020	20
hCoV-19/USA/CA-CZB-1668/2020	B.1	Orange County	2020-05-14	2020	20
hCoV-19/USA/CA-CZB-1669/2020	B.1	Orange County	2020-05-14	2020	20
hCoV-19/USA/CA-CZB-1670/2020	B.1	Orange County	2020-05-14	2020	20
hCoV-19/USA/CA-CZB-1671/2020	B.1	Orange County	2020-05-14	2020	20
hCoV-19/USA/CA-CZB-1672/2020	B.1	Orange County	2020-05-14	2020	20
hCoV-19/USA/CA-CZB-2373/2020	B.1	Orange County	2020-05-15	2020	20
hCoV-19/USA/CA-CZB-2374/2020	B.1	Orange County	2020-05-15	2020	20
hCoV-19/USA/CA-CZB-2375/2020	B.1	Orange County	2020-05-15	2020	20
hCoV-19/USA/CA-CZB-2376/2020	B.1	Orange County	2020-05-15	2020	20
hCoV-19/USA/CA-CZB-2377/2020	B.1	Orange County	2020-05-15	2020	20
hCoV-19/USA/CA-CZB-2378/2020	B.1	Orange County	2020-05-15	2020	20
hCoV-19/USA/CA-CZB-2386/2020	B.1	Orange County	2020-05-18	2020	21
hCoV-19/USA/CA-CZB-2387/2020	B.1	Orange County	2020-05-18	2020	21
hCoV-19/USA/CA-CZB-2388/2020	B.1	Orange County	2020-05-18	2020	21
hCoV-19/USA/CA-CZB-2401/2020	B.1	Orange County	2020-05-20	2020	21
hCoV-19/USA/CA-CZB-2157/2020	B.1	Orange County	2020-05-22	2020	21
hCoV-19/USA/CA-CZB-2165/2020	B.1	Orange County	2020-05-22	2020	21
hCoV-19/USA/CA-CZB-2166/2020	B.1	Orange County	2020-05-22	2020	21
hCoV-19/USA/CA-CZB-2413/2020	B.1	Orange County	2020-05-22	2020	21
hCoV-19/USA/CA-CZB-2414/2020	B.1	Orange County	2020-05-22	2020	21
hCoV-19/USA/CA-CZB-2167/2020	B.1	Orange County	2020-05-23	2020	21
hCoV-19/USA/CA-CZB-2168/2020	B.1	Orange County	2020-05-24	2020	22
hCoV-19/USA/CA-CZB-2169/2020	B.1	Orange County	2020-05-24	2020	22
hCoV-19/USA/CA-CZB-2170/2020	B.1	Orange County	2020-05-24	2020	22
hCoV-19/USA/CA-CZB-2171/2020	B.1	Orange County	2020-05-24	2020	22
hCoV-19/USA/CA-CZB-2172/2020	B.1	Orange County	2020-05-24	2020	22
hCoV-19/USA/CA-CZB-2173/2020	B.1	Orange County	2020-05-24	2020	22
hCoV-19/USA/CA-CZB-2174/2020	B.1	Orange County	2020-05-24	2020	22
hCoV-19/USA/CA-CZB-2176/2020	B.1	Orange County	2020-05-24	2020	22
hCoV-19/USA/CA-CZB-2177/2020	B.1	Orange County	2020-05-24	2020	22
hCoV-19/USA/CA-CZB-2178/2020	B.1	Orange County	2020-05-24	2020	22
hCoV-19/USA/CA-CZB-2175/2020	B.1	Orange County	2020-05-25	2020	22
hCoV-19/USA/CA-CZB-2188/2020	B.1	Orange County	2020-05-26	2020	22
hCoV-19/USA/CA-CZB-2197/2020	B.1	Orange County	2020-05-27	2020	22
hCoV-19/USA/CA-CZB-2198/2020	B.1	Orange County	2020-05-27	2020	22
hCoV-19/USA/CA-CZB-2199/2020	B.1	Orange County	2020-05-27	2020	22
hCoV-19/USA/CA-CZB-2201/2020	B.1	Orange County	2020-05-27	2020	22
hCoV-19/USA/CA-CZB-2202/2020	B.1	Orange County	2020-05-27	2020	22
hCoV-19/USA/CA-CZB-2203/2020	B.1	Orange County	2020-05-27	2020	22
hCoV-19/USA/CA-CZB-2204/2020	B.1	Orange County	2020-05-27	2020	22
hCoV-19/USA/CA-CZB-2219/2020	B.1	Orange County	2020-05-29	2020	22
hCoV-19/USA/CA-CZB-2220/2020	B.1	Orange County	2020-05-31	2020	23
hCoV-19/USA/CA-CZB-2221/2020	B.1	Orange County	2020-05-31	2020	23
hCoV-19/USA/CA-CZB-2222/2020	B.1	Orange County	2020-05-31	2020	23
hCoV-19/USA/CA-CZB-2223/2020	B.1	Orange County	2020-05-31	2020	23
hCoV-19/USA/CA-CZB-2224/2020	B.1	Orange County	2020-05-31	2020	23
hCoV-19/USA/CA-CZB-12931/2020	B.1	Orange County	2020-06-03	2020	23
hCoV-19/USA/CA-CZB-2902/2020	B.1	Orange County	2020-06-24	2020	26
hCoV-19/USA/CA-CZB-3334/2020	B.1	Orange County	2020-07-10	2020	28
hCoV-19/USA/CA-CZB-3333/2020	B.1	Orange County	2020-07-10	2020	28
hCoV-19/USA/CA-CZB-3345/2020	B.1	Orange County	2020-07-13	2020	29
hCoV-19/USA/CA-CZB-3344/2020	B.1	Orange County	2020-07-13	2020	29
hCoV-19/USA/CA-CZB-3343/2020	B.1	Orange County	2020-07-13	2020	29
hCoV-19/USA/CA-CZB-3365/2020	B.1	Orange County	2020-07-15	2020	29
hCoV-19/USA/CA-CZB-3363/2020	B.1	Orange County	2020-07-15	2020	29
hCoV-19/USA/CA-CZB-3724/2020	B.1	Orange County	2020-07-20	2020	30
hCoV-19/USA/CA-CZB-3729/2020	B.1	Orange County	2020-07-21	2020	30
hCoV-19/USA/CA-CZB-3728/2020	B.1	Orange County	2020-07-21	2020	30
hCoV-19/USA/CA-CZB-3725/2020	B.1	Orange County	2020-07-21	2020	30
hCoV-19/USA/CA-CZB-3731/2020	B.1	Orange County	2020-07-22	2020	30
hCoV-19/USA/CA-CZB-3739/2020	B.1	Orange County	2020-07-22	2020	30
hCoV-19/USA/CA-CZB-3740/2020	B.1	Orange County	2020-07-23	2020	30
hCoV-19/USA/CA-CZB-3745/2020	B.1	Orange County	2020-07-24	2020	30
hCoV-19/USA/CA-CZB-3743/2020	B.1	Orange County	2020-07-24	2020	30
hCoV-19/USA/CA-CZB-3753/2020	B.1	Orange County	2020-07-27	2020	31
hCoV-19/USA/CA-CZB-3752/2020	B.1	Orange County	2020-07-27	2020	31
hCoV-19/USA/CA-CZB-3749/2020	B.1	Orange County	2020-07-27	2020	31
hCoV-19/USA/CA-CZB-3755/2020	B.1	Orange County	2020-07-27	2020	31
hCoV-19/USA/CA-CZB-3750/2020	B.1	Orange County	2020-07-27	2020	31
hCoV-19/USA/CA-CZB-3751/2020	B.1	Orange County	2020-07-27	2020	31
hCoV-19/USA/CA-CZB-3754/2020	B.1	Orange County	2020-07-27	2020	31
hCoV-19/USA/CA-CZB-3855/2020	B.1	Orange County	2020-07-28	2020	31
hCoV-19/USA/CA-CZB-3756/2020	B.1	Orange County	2020-07-28	2020	31
hCoV-19/USA/CA-CZB-3760/2020	B.1	Orange County	2020-07-30	2020	31
hCoV-19/USA/CA-CZB-3761/2020	B.1	Orange County	2020-07-31	2020	31
hCoV-19/USA/CA-CZB-4062/2020	B.1	Orange County	2020-08-04	2020	32
hCoV-19/USA/CA-CZB-4058/2020	B.1	Orange County	2020-08-04	2020	32
hCoV-19/USA/CA-CZB-4080/2020	B.1	Orange County	2020-08-09	2020	33
hCoV-19/USA/CA-CZB-4088/2020	B.1	Orange County	2020-08-11	2020	33
hCoV-19/USA/CA-CZB-4083/2020	B.1	Orange County	2020-08-11	2020	33
hCoV-19/USA/CA-CZB-4084/2020	B.1	Orange County	2020-08-11	2020	33
hCoV-19/USA/CA-CZB-4091/2020	B.1	Orange County	2020-08-13	2020	33
hCoV-19/USA/CA-CZB-4090/2020	B.1	Orange County	2020-08-13	2020	33
hCoV-19/USA/CA-CZB-4093/2020	B.1	Orange County	2020-08-14	2020	33
hCoV-19/USA/CA-CZB-4096/2020	B.1	Orange County	2020-08-14	2020	33
hCoV-19/USA/CA-CZB-4098/2020	B.1	Orange County	2020-08-14	2020	33
hCoV-19/USA/CA-CZB-4095/2020	B.1	Orange County	2020-08-14	2020	33
hCoV-19/USA/CA-CZB-4097/2020	B.1	Orange County	2020-08-14	2020	33
hCoV-19/USA/CA-CZB-4094/2020	B.1	Orange County	2020-08-14	2020	33
hCoV-19/USA/CA-CZB-4092/2020	B.1	Orange County	2020-08-14	2020	33
hCoV-19/USA/CA-CZB-6711/2020	B.1	Orange County	2020-08-17	2020	34
hCoV-19/USA/CA-CZB-6716/2020	B.1	Orange County	2020-08-17	2020	34
hCoV-19/USA/CA-CZB-6720/2020	B.1	Orange County	2020-08-18	2020	34
hCoV-19/USA/CA-CZB-6723/2020	B.1	Orange County	2020-08-18	2020	34
hCoV-19/USA/CA-CZB-6725/2020	B.1	Orange County	2020-08-19	2020	34
hCoV-19/USA/CA-CZB-6726/2020	B.1	Orange County	2020-08-19	2020	34
hCoV-19/USA/CA-CZB-6734/2020	B.1	Orange County	2020-08-19	2020	34
hCoV-19/USA/CA-CZB-6735/2020	B.1	Orange County	2020-08-19	2020	34
hCoV-19/USA/CA-CZB-6736/2020	B.1	Orange County	2020-08-19	2020	34
hCoV-19/USA/CA-CZB-6739/2020	B.1	Orange County	2020-08-19	2020	34
hCoV-19/USA/CA-CZB-6724/2020	B.1	Orange County	2020-08-19	2020	34
hCoV-19/USA/CA-CZB-6741/2020	B.1	Orange County	2020-08-20	2020	34
hCoV-19/USA/CA-CZB-6742/2020	B.1	Orange County	2020-08-20	2020	34
hCoV-19/USA/CA-CZB-6745/2020	B.1	Orange County	2020-08-21	2020	34
hCoV-19/USA/CA-CZB-6747/2020	B.1	Orange County	2020-08-21	2020	34
hCoV-19/USA/CA-CZB-215/2020	B.1	Orange County	2020-08-26	2020	35
hCoV-19/USA/CA-CZB-216/2020	B.1	Orange County	2020-08-26	2020	35
hCoV-19/USA/CA-CZB-7131/2020	B.1	Orange County	2020-08-31	2020	36
hCoV-19/USA/CA-CZB-7132/2020	B.1	Orange County	2020-08-31	2020	36
hCoV-19/USA/CA-CZB-7129/2020	B.1	Orange County	2020-08-31	2020	36
hCoV-19/USA/CA-CZB-7133/2020	B.1	Orange County	2020-09-01	2020	36
hCoV-19/USA/CA-CZB-7134/2020	B.1	Orange County	2020-09-01	2020	36
hCoV-19/USA/CA-CZB-7135/2020	B.1	Orange County	2020-09-01	2020	36
hCoV-19/USA/CA-CZB-7139/2020	B.1	Orange County	2020-09-01	2020	36
hCoV-19/USA/CA-CZB-7137/2020	B.1	Orange County	2020-09-01	2020	36
hCoV-19/USA/CA-CZB-7140/2020	B.1	Orange County	2020-09-02	2020	36
hCoV-19/USA/CA-CZB-7141/2020	B.1	Orange County	2020-09-02	2020	36
hCoV-19/USA/CA-CZB-10292/2020	B.1	Orange County	2020-09-08	2020	37
hCoV-19/USA/CA-CZB-10293/2020	B.1	Orange County	2020-09-08	2020	37
hCoV-19/USA/CA-CZB-10294/2020	B.1	Orange County	2020-09-08	2020	37
hCoV-19/USA/CA-CZB-10295/2020	B.1	Orange County	2020-09-08	2020	37
hCoV-19/USA/CA-CZB-10296/2020	B.1	Orange County	2020-09-08	2020	37
hCoV-19/USA/CA-CZB-10291/2020	B.1	Orange County	2020-09-08	2020	37
hCoV-19/USA/CA-CZB-10299/2020	B.1	Orange County	2020-09-08	2020	37
hCoV-19/USA/CA-CZB-10300/2020	B.1	Orange County	2020-09-09	2020	37
hCoV-19/USA/CA-CZB-10302/2020	B.1	Orange County	2020-09-09	2020	37
hCoV-19/USA/CA-CZB-10303/2020	B.1	Orange County	2020-09-09	2020	37
hCoV-19/USA/CA-CZB-10307/2020	B.1	Orange County	2020-09-10	2020	37
hCoV-19/USA/CA-CZB-10309/2020	B.1	Orange County	2020-09-10	2020	37
hCoV-19/USA/CA-CZB-10311/2020	B.1	Orange County	2020-09-11	2020	37
hCoV-19/USA/CA-CZB-10308/2020	B.1	Orange County	2020-09-11	2020	37
hCoV-19/USA/CA-CZB-10943/2020	B.1	Orange County	2020-09-14	2020	38
hCoV-19/USA/CA-CZB-10944/2020	B.1	Orange County	2020-09-14	2020	38
hCoV-19/USA/CA-CZB-10948/2020	B.1	Orange County	2020-09-15	2020	38
hCoV-19/USA/CA-CZB-10958/2020	B.1	Orange County	2020-09-15	2020	38
hCoV-19/USA/CA-CZB-10952/2020	B.1	Orange County	2020-09-16	2020	38
hCoV-19/USA/CA-CZB-10953/2020	B.1	Orange County	2020-09-16	2020	38
hCoV-19/USA/CA-CZB-10955/2020	B.1	Orange County	2020-09-16	2020	38
hCoV-19/USA/CA-CZB-10956/2020	B.1	Orange County	2020-09-16	2020	38
hCoV-19/USA/CA-CZB-10957/2020	B.1	Orange County	2020-09-16	2020	38
hCoV-19/USA/CA-CZB-10959/2020	B.1	Orange County	2020-09-16	2020	38
hCoV-19/USA/CA-CZB-10963/2020	B.1	Orange County	2020-09-19	2020	38
hCoV-19/USA/CA-CZB-11789/2020	B.1	Orange County	2020-09-22	2020	39
hCoV-19/USA/CA-CZB-11790/2020	B.1	Orange County	2020-09-22	2020	39
hCoV-19/USA/CA-CZB-11791/2020	B.1	Orange County	2020-09-22	2020	39
hCoV-19/USA/CA-CZB-11792/2020	B.1	Orange County	2020-09-22	2020	39
hCoV-19/USA/CA-CZB-11794/2020	B.1	Orange County	2020-09-22	2020	39
hCoV-19/USA/CA-CZB-11795/2020	B.1	Orange County	2020-09-22	2020	39
hCoV-19/USA/CA-CZB-11796/2020	B.1	Orange County	2020-09-23	2020	39
hCoV-19/USA/CA-CZB-11797/2020	B.1	Orange County	2020-09-23	2020	39
hCoV-19/USA/CA-CZB-11798/2020	B.1	Orange County	2020-09-23	2020	39
hCoV-19/USA/CA-CZB-11800/2020	B.1	Orange County	2020-09-23	2020	39
hCoV-19/USA/CA-CZB-11801/2020	B.1	Orange County	2020-09-24	2020	39
hCoV-19/USA/CA-CZB-11802/2020	B.1	Orange County	2020-09-24	2020	39
hCoV-19/USA/CA-CZB-11803/2020	B.1	Orange County	2020-09-24	2020	39
hCoV-19/USA/CA-CZB-11813/2020	B.1	Orange County	2020-09-29	2020	40
hCoV-19/USA/CA-CZB-12953/2020	B.1	Orange County	2020-09-29	2020	40
hCoV-19/USA/CA-CZB-11820/2020	B.1	Orange County	2020-10-02	2020	40
hCoV-19/USA/CA-CZB-12381/2020	B.1	Orange County	2020-10-04	2020	41
hCoV-19/USA/CA-CZB-12955/2020	B.1	Orange County	2020-10-05	2020	41
hCoV-19/USA/CA-CZB-12861/2020	B.1	Orange County	2020-10-13	2020	42
hCoV-19/USA/CA-CZB-12865/2020	B.1	Orange County	2020-10-15	2020	42
hCoV-19/USA/CA-CZB-12866/2020	B.1	Orange County	2020-10-15	2020	42
hCoV-19/USA/CA-CZB-12873/2020	B.1	Orange County	2020-10-16	2020	42
hCoV-19/USA/CA-CZB-12874/2020	B.1	Orange County	2020-10-17	2020	42
hCoV-19/USA/CA-CZB-12875/2020	B.1	Orange County	2020-10-17	2020	42
hCoV-19/USA/CA-CZB-13238/2020	B.1	Orange County	2020-10-26	2020	44
hCoV-19/USA/CA-CZB-13239/2020	B.1	Orange County	2020-10-26	2020	44
hCoV-19/USA/CA-CZB-13240/2020	B.1	Orange County	2020-10-27	2020	44
hCoV-19/USA/CA-CZB-13246/2020	B.1	Orange County	2020-11-02	2020	45
hCoV-19/USA/CA-CZB-14657/2020	B.1	Orange County	2020-11-16	2020	47
hCoV-19/USA/CA-CZB-14878/2020	B.1	Orange County	2020-11-21	2020	47
hCoV-19/USA/CA-CZB-14928/2020	B.1	Orange County	2020-11-27	2020	48
hCoV-19/USA/CA-CZB-14944/2020	B.1	Orange County	2020-11-29	2020	49
hCoV-19/USA/CA-CZB-15426/2020	B.1	Orange County	2020-12-02	2020	49
hCoV-19/USA/CA-CZB-15440/2020	B.1	Orange County	2020-12-03	2020	49
hCoV-19/USA/CA-CZB-17233/2020	B.1	Orange County	2020-12-22	2020	52
hCoV-19/USA/CA-CZB-17247/2020	B.1	Orange County	2020-12-22	2020	52
hCoV-19/USA/CA-CZB-18446/2021	B.1	Orange County	2021-01-04	2021	1
hCoV-19/USA/CA-CZB-18502/2021	B.1	Orange County	2021-01-05	2021	1
hCoV-19/USA/CA-CZB-18523/2021	B.1	Orange County	2021-01-06	2021	1
hCoV-19/USA/CA-CZB-10285/2020	B.1.1.10	Orange County	2020-09-04	2020	36
hCoV-19/USA/CA-CZB-10286/2020	B.1.1.10	Orange County	2020-09-04	2020	36
hCoV-19/USA/CA-CZB-10310/2020	B.1.1.10	Orange County	2020-09-11	2020	37
hCoV-19/USA/CA-CZB-14906/2020	B.1.1.10	Orange County	2020-11-25	2020	48
hCoV-19/USA/CA-CZB-15432/2020	B.1.1.10	Orange County	2020-12-02	2020	49
hCoV-19/USA/CA-CZB-3356/2020	B.1.1.128	Orange County	2020-07-14	2020	29
hCoV-19/USA/CA-CZB-3759/2020	B.1.1.128	Orange County	2020-07-29	2020	31
hCoV-19/USA/CA-CZB-10287/2020	B.1.1.128	Orange County	2020-09-03	2020	36
hCoV-19/USA/CA-CZB-1881/2020	B.1.1.132	Orange County	2020-04-28	2020	18
hCoV-19/USA/CA-CZB-1882/2020	B.1.1.132	Orange County	2020-04-28	2020	18
hCoV-19/USA/CA-CZB-1985/2020	B.1.1.132	Orange County	2020-04-29	2020	18
hCoV-19/USA/CA-CZB-1986/2020	B.1.1.132	Orange County	2020-04-29	2020	18
