county	lineage	collection_date	MMWRweek	count_in_MMWRweek
Humboldt County	B.1.240	2020-10-05	41	2
Humboldt County	B.1.240	2020-10-09	41	1
Humboldt County	B.1.240	2020-10-12	42	2
Humboldt County	B.1.240	2020-10-16	42	3
Humboldt County	B.1.240	2020-10-23	43	2
Humboldt County	B.1.240	2020-11-06	45	2
Humboldt County	B.1.240	2020-11-18	47	1
Humboldt County	B.1.240	2020-12-02	49	1
Humboldt County	B.1.240	2020-12-15	51	1
Humboldt County	B.1.240	2020-12-28	53	1
Humboldt County	B.1.243	2020-07-21	30	1
Humboldt County	B.1.243	2020-07-24	30	1
Humboldt County	B.1.243	2020-07-27	31	2
Humboldt County	B.1.243	2020-08-01	31	1
Humboldt County	B.1.243	2020-08-02	32	3
Humboldt County	B.1.243	2020-08-04	32	6
Humboldt County	B.1.243	2020-08-06	32	2
Humboldt County	B.1.243	2020-08-07	32	1
Humboldt County	B.1.243	2020-08-11	33	1
Humboldt County	B.1.243	2020-08-17	34	2
Humboldt County	B.1.243	2020-08-18	34	2
Humboldt County	B.1.243	2020-08-20	34	1
Humboldt County	B.1.243	2020-08-24	35	1
Humboldt County	B.1.243	2020-08-25	35	2
Humboldt County	B.1.243	2020-08-26	35	2
Humboldt County	B.1.243	2020-08-27	35	5
Humboldt County	B.1.243	2020-08-28	35	5
Humboldt County	B.1.243	2020-08-31	36	9
Humboldt County	B.1.243	2020-09-03	36	2
Humboldt County	B.1.243	2020-09-04	36	5
Humboldt County	B.1.243	2020-09-08	37	2
Humboldt County	B.1.243	2020-09-22	39	1
Humboldt County	B.1.243	2020-09-23	39	1
Humboldt County	B.1.243	2020-09-25	39	2
Humboldt County	B.1.243	2020-11-18	47	1
Humboldt County	B.1.243	2020-12-07	50	3
Humboldt County	B.1.243	2020-12-08	50	1
Humboldt County	B.1.243	2020-12-09	50	1
Humboldt County	B.1.243	2020-12-10	50	2
Humboldt County	B.1.243	2020-12-14	51	1
Humboldt County	B.1.243	2020-12-17	51	1
Humboldt County	B.1.243	2020-12-22	52	3
Humboldt County	B.1.243	2020-12-23	52	2
Humboldt County	B.1.243	2020-12-24	52	1
Humboldt County	B.1.243	2020-12-28	53	2
Humboldt County	B.1.243	2020-12-30	53	1
Humboldt County	B.1.243	2020-12-31	53	1
Humboldt County	B.1.243	2021-01-04	1	2
Humboldt County	B.1.265	2020-10-21	43	1
Humboldt County	B.1.280	2020-09-30	40	1
Humboldt County	B.1.305	2020-07-28	31	1
Humboldt County	B.1.311	2020-10-27	44	1
Humboldt County	B.1.311	2020-11-05	45	1
Humboldt County	B.1.311	2020-11-09	46	1
Humboldt County	B.1.311	2020-11-10	46	1
Humboldt County	B.1.311	2020-11-11	46	1
Humboldt County	B.1.311	2020-11-12	46	1
Humboldt County	B.1.311	2020-11-13	46	3
Humboldt County	B.1.311	2020-11-16	47	2
Humboldt County	B.1.311	2020-11-17	47	4
Humboldt County	B.1.311	2020-11-18	47	14
Humboldt County	B.1.311	2020-11-19	47	9
Humboldt County	B.1.311	2020-11-20	47	7
Humboldt County	B.1.311	2020-11-21	47	1
Humboldt County	B.1.311	2020-11-22	48	3
Humboldt County	B.1.311	2020-11-23	48	5
Humboldt County	B.1.311	2020-11-25	48	5
Humboldt County	B.1.311	2020-11-27	48	4
Humboldt County	B.1.311	2020-11-29	49	13
Humboldt County	B.1.311	2020-11-30	49	10
Humboldt County	B.1.311	2020-12-01	49	19
Humboldt County	B.1.311	2020-12-02	49	5
Humboldt County	B.1.311	2020-12-03	49	9
Humboldt County	B.1.311	2020-12-04	49	12
Humboldt County	B.1.311	2020-12-06	50	19
Humboldt County	B.1.311	2020-12-07	50	7
Humboldt County	B.1.311	2020-12-08	50	19
Humboldt County	B.1.311	2020-12-09	50	6
Humboldt County	B.1.311	2020-12-10	50	2
Humboldt County	B.1.311	2020-12-11	50	2
Humboldt County	B.1.311	2020-12-13	51	1
Humboldt County	B.1.311	2020-12-14	51	1
Humboldt County	B.1.311	2020-12-15	51	1
Humboldt County	B.1.311	2020-12-17	51	5
Humboldt County	B.1.311	2020-12-18	51	2
Humboldt County	B.1.311	2020-12-20	52	2
Humboldt County	B.1.311	2020-12-27	53	1
Humboldt County	B.1.311	2020-12-29	53	1
Humboldt County	B.1.311	2020-12-30	53	3
Humboldt County	B.1.311	2021-01-04	1	1
Humboldt County	B.1.314	2020-04-01	14	1
Humboldt County	B.1.319	2020-08-04	32	1
Humboldt County	B.1.319	2020-08-06	32	1
Humboldt County	B.1.320	2020-05-08	19	1
Humboldt County	B.1.320	2020-05-09	19	3
Humboldt County	B.1.320	2020-05-12	20	3
Humboldt County	B.1.320	2020-05-13	20	1
Humboldt County	B.1.320	2020-05-14	20	1
Humboldt County	B.1.320	2020-05-15	20	3
Humboldt County	B.1.320	2020-05-16	20	1
Humboldt County	B.1.320	2020-05-17	21	3
Humboldt County	B.1.320	2020-05-22	21	1
Humboldt County	B.1.336	2020-07-15	29	1
Humboldt County	B.1.340	2020-07-22	30	2
Humboldt County	B.1.340	2020-07-28	31	2
Humboldt County	B.1.349	2020-11-12	46	2
Humboldt County	B.1.349	2020-11-16	47	1
Humboldt County	B.1.369	2020-06-30	27	1
Humboldt County	B.1.369	2020-07-01	27	1
Humboldt County	B.1.369	2020-07-19	30	2
Humboldt County	B.1.369	2020-07-23	30	1
Humboldt County	B.1.369	2020-07-24	30	1
Humboldt County	B.1.369	2020-07-27	31	1
Humboldt County	B.1.369	2020-11-02	45	1
Humboldt County	B.1.369	2020-11-23	48	1
Humboldt County	B.1.399	2020-12-02	49	1
Humboldt County	B.1.400	2020-12-08	50	1
Humboldt County	B.1.400	2020-12-18	51	1
Humboldt County	B.1.404	2020-11-20	47	1
Humboldt County	B.1.404	2020-12-10	50	1
Humboldt County	B.1.404	2020-12-15	51	1
Humboldt County	B.1.404	2020-12-16	51	1
Humboldt County	B.1.404	2020-12-18	51	2
Humboldt County	B.1.404	2020-12-21	52	2
Humboldt County	B.1.404	2020-12-23	52	1
Humboldt County	B.1.404	2020-12-28	53	1
Humboldt County	B.1.404	2020-12-30	53	1
Humboldt County	B.1.404	2021-01-05	1	1
Humboldt County	B.1.427	2020-12-28	53	1
Humboldt County	B.1.427	2020-12-29	53	1
Humboldt County	B.1.427	2020-12-30	53	1
Humboldt County	B.1.427	2021-01-04	1	1
Humboldt County	B.1.429	2020-11-10	46	1
Humboldt County	B.1.429	2020-11-26	48	1
Humboldt County	B.1.429	2020-12-14	51	2
Humboldt County	B.1.429	2020-12-21	52	1
Humboldt County	B.1.429	2020-12-26	52	1
Humboldt County	B.1.429	2020-12-28	53	2
Humboldt County	B.1.429	2020-12-30	53	1
Humboldt County	B.1.429	2021-01-04	1	3
Humboldt County	B.1.452	2020-07-30	31	1
Humboldt County	B.1.503	2020-05-11	20	1
Humboldt County	B.1.513	2020-05-21	21	3
Humboldt County	B.1.513	2020-06-02	23	1
Humboldt County	B.1.98	2020-04-01	14	3
Humboldt County	B.1.98	2020-04-02	14	1
Madera County	B.1	2020-07-03	27	2
Madera County	B.1	2020-07-18	29	1
Madera County	B.1	2020-07-24	30	2
Madera County	B.1	2020-08-02	32	1
Madera County	B.1	2020-09-03	36	3
Madera County	B.1	2020-09-10	37	1
Madera County	B.1	2020-10-26	44	2
Madera County	B.1	2020-10-27	44	1
Madera County	B.1	2020-10-28	44	2
Madera County	B.1.1.113	2020-10-26	44	1
Madera County	B.1.1.128	2020-10-22	43	2
Madera County	B.1.1.139	2020-07-18	29	6
Madera County	B.1.1.139	2020-10-27	44	5
Madera County	B.1.1.139	2020-10-28	44	2
Madera County	B.1.1.162	2020-07-24	30	1
Madera County	B.1.1.162	2020-08-02	32	1
Madera County	B.1.1.193	2020-10-15	42	1
Madera County	B.1.1.222	2020-10-23	43	1
Madera County	B.1.1.222	2020-10-24	43	1
Madera County	B.1.1.222	2020-11-04	45	2
Madera County	B.1.1.70	2020-07-24	30	1
Madera County	B.1.1.70	2020-08-02	32	1
Madera County	B.1.1.70	2020-10-15	42	1
Madera County	B.1.1.70	2020-10-22	43	1
Madera County	B.1.1.70	2020-10-28	44	1
Madera County	B.1.1.70	2020-11-04	45	1
Madera County	B.1.2	2020-10-22	43	2
Madera County	B.1.2	2020-11-02	45	2
Madera County	B.1.232	2020-10-23	43	1
Madera County	B.1.239	2020-10-17	42	2
Madera County	B.1.239	2020-10-22	43	2
Madera County	B.1.239	2020-10-23	43	1
Madera County	B.1.239	2020-10-24	43	1
Madera County	B.1.239	2020-10-28	44	2
Madera County	B.1.240	2020-07-24	30	3
Madera County	B.1.240	2020-08-02	32	5
Madera County	B.1.240	2020-10-28	44	1
Madera County	B.1.243	2020-07-03	27	1
Madera County	B.1.243	2020-07-07	28	7
Madera County	B.1.243	2020-07-08	28	1
Madera County	B.1.243	2020-07-15	29	3
Madera County	B.1.243	2020-07-17	29	2
Madera County	B.1.243	2020-07-18	29	6
Madera County	B.1.243	2020-07-24	30	5
Madera County	B.1.243	2020-08-02	32	3
Madera County	B.1.243	2020-08-11	33	3
Madera County	B.1.243	2020-09-12	37	1
Madera County	B.1.243	2020-10-15	42	2
Madera County	B.1.243	2020-10-21	43	1
Madera County	B.1.243	2020-10-24	43	1
Madera County	B.1.243	2020-10-26	44	11
Madera County	B.1.243	2020-10-27	44	4
Madera County	B.1.243	2020-10-28	44	11
Madera County	B.1.243	2020-10-29	44	1
Madera County	B.1.243	2020-10-31	44	1
Madera County	B.1.243	2020-11-03	45	1
Madera County	B.1.243	2020-11-04	45	1
Madera County	B.1.306	2020-11-04	45	1
Madera County	B.1.309	2020-10-26	44	1
Madera County	B.1.320	2020-10-26	44	2
Madera County	B.1.369	2020-07-24	30	1
Madera County	B.1.369	2020-10-26	44	1
Madera County	B.1.399	2020-10-17	42	2
Madera County	B.1.400	2020-09-12	37	3
Madera County	B.1.400	2020-10-17	42	1
Madera County	B.1.402	2020-07-18	29	1
Madera County	B.1.402	2020-07-24	30	1
Madera County	B.1.402	2020-08-02	32	4
Madera County	B.1.402	2020-09-03	36	2
Madera County	B.1.402	2020-09-10	37	1
Madera County	B.1.402	2020-10-26	44	4
Madera County	B.1.402	2020-10-27	44	1
Madera County	B.1.402	2020-10-28	44	1
Madera County	B.1.503	2020-11-04	45	1
Madera County	B.1.509	2020-11-03	45	1
Marin County	B.1	2020-05-07	19	1
Marin County	B.1	2020-05-13	20	1
Marin County	B.1	2020-05-15	20	1
Marin County	B.1	2020-07-17	29	1
Marin County	B.1	2020-07-27	31	1
Marin County	B.1	2020-07-28	31	1
Marin County	B.1	2020-08-08	32	1
Marin County	B.1	2020-08-12	33	3
Marin County	B.1	2020-09-25	39	1
Marin County	B.1	2020-10-03	40	1
Marin County	B.1	2020-10-22	43	1
Marin County	B.1.1.162	2020-07-17	29	1
Marin County	B.1.1.222	2020-10-15	42	1
Marin County	B.1.1.244	2020-07-17	29	1
Marin County	B.1.1.306	2020-08-12	33	1
Marin County	B.1.1.70	2020-05-08	19	1
Marin County	B.1.1.70	2020-06-11	24	1
Marin County	B.1.1.70	2020-07-16	29	8
Marin County	B.1.1.70	2020-07-17	29	2
Marin County	B.1.1.70	2020-08-12	33	2
Marin County	B.1.1.70	2020-08-15	33	2
Marin County	B.1.1.70	2020-10-07	41	3
Marin County	B.1.1.70	2020-10-08	41	1
Marin County	B.1.1.70	2020-10-15	42	1
Marin County	B.1.1.70	2020-10-22	43	2
Marin County	B.1.106	2020-05-21	21	1
Marin County	B.1.106	2020-05-22	21	7
Marin County	B.1.189	2020-07-28	31	1
Marin County	B.1.2	2020-09-11	37	1
Marin County	B.1.2	2020-10-07	41	1
Marin County	B.1.2	2020-10-17	42	1
Marin County	B.1.216	2020-09-09	37	3
Marin County	B.1.240	2020-07-17	29	1
Marin County	B.1.243	2020-07-17	29	1
Marin County	B.1.243	2020-07-23	30	1
Marin County	B.1.243	2020-07-28	31	1
Marin County	B.1.243	2020-08-12	33	2
Marin County	B.1.243	2020-08-26	35	1
Marin County	B.1.243	2020-08-31	36	2
Marin County	B.1.243	2020-10-02	40	1
Marin County	B.1.243	2020-10-08	41	1
Marin County	B.1.243	2020-10-14	42	1
Marin County	B.1.243	2020-10-15	42	1
Marin County	B.1.313	2020-07-17	29	1
Marin County	B.1.320	2020-06-11	24	9
Marin County	B.1.320	2020-07-16	29	1
Marin County	B.1.320	2020-07-17	29	1
Marin County	B.1.320	2020-07-22	30	5
Marin County	B.1.320	2020-07-28	31	3
Marin County	B.1.320	2020-08-20	34	1
Marin County	B.1.320	2020-08-26	35	5
Marin County	B.1.320	2020-09-01	36	4
Marin County	B.1.320	2020-09-22	39	1
Marin County	B.1.400	2020-09-02	36	1
Marin County	B.1.400	2020-10-14	42	1
Marin County	B.1.508	2020-05-07	19	2
Marin County	B.1.508	2020-05-13	20	5
Marin County	B.1.508	2020-05-15	20	4
Marin County	B.1.508	2020-05-19	21	2
Marin County	B.1.508	2020-05-20	21	4
Marin County	B.1.508	2020-05-21	21	4
Marin County	B.1.508	2020-05-22	21	3
Marin County	B.1.508	2020-05-23	21	1
Marin County	B.1.508	2020-05-28	22	1
Marin County	B.1.508	2020-06-11	24	4
Marin County	B.1.508	2020-08-08	32	1
Monterey County	B.1	2020-06-06	23	4
Monterey County	B.1.239	2020-09-18	38	1
Monterey County	B.1.240	2020-09-04	36	1
Monterey County	B.1.240	2020-09-10	37	1
Monterey County	B.1.429	2020-12-08	50	1
Napa, Solano, Yolo, Marin Counties	B.1	2020-04-24	17	1
Napa, Solano, Yolo, Marin Counties	B.1	2020-04-27	18	1
Napa, Solano, Yolo, Marin Counties	B.1	2020-04-30	18	3
Napa, Solano, Yolo, Marin Counties	B.1	2020-05-02	18	1
Napa, Solano, Yolo, Marin Counties	B.1	2020-05-09	19	1
Napa, Solano, Yolo, Marin Counties	B.1	2020-09-01	36	1
Napa, Solano, Yolo, Marin Counties	B.1.1.205	2020-09-11	37	7
Napa, Solano, Yolo, Marin Counties	B.1.1.205	2020-09-18	38	3
Napa, Solano, Yolo, Marin Counties	B.1.1.70	2020-10-29	44	6
Napa, Solano, Yolo, Marin Counties	B.1.2	2020-09-01	36	1
Napa, Solano, Yolo, Marin Counties	B.1.2	2020-09-15	38	1
Napa, Solano, Yolo, Marin Counties	B.1.243	2020-10-23	43	1
Napa, Solano, Yolo, Marin Counties	B.1.369	2020-09-11	37	1
Orange County	A.1	2020-04-22	17	1
Orange County	B.1	2020-04-22	17	2
Orange County	B.1	2020-04-24	17	12
Orange County	B.1	2020-04-27	18	3
Orange County	B.1	2020-04-28	18	3
Orange County	B.1	2020-04-29	18	2
Orange County	B.1	2020-05-01	18	1
Orange County	B.1	2020-05-03	19	1
Orange County	B.1	2020-05-04	19	4
Orange County	B.1	2020-05-05	19	1
Orange County	B.1	2020-05-06	19	15
Orange County	B.1	2020-05-08	19	1
Orange County	B.1	2020-05-11	20	1
Orange County	B.1	2020-05-12	20	1
Orange County	B.1	2020-05-13	20	2
Orange County	B.1	2020-05-14	20	7
Orange County	B.1	2020-05-15	20	6
Orange County	B.1	2020-05-18	21	3
Orange County	B.1	2020-05-20	21	1
Orange County	B.1	2020-05-22	21	5
Orange County	B.1	2020-05-23	21	1
Orange County	B.1	2020-05-24	22	10
Orange County	B.1	2020-05-25	22	1
Orange County	B.1	2020-05-26	22	1
Orange County	B.1	2020-05-27	22	7
Orange County	B.1	2020-05-29	22	1
Orange County	B.1	2020-05-31	23	5
Orange County	B.1	2020-06-03	23	1
Orange County	B.1	2020-06-24	26	1
Orange County	B.1	2020-07-10	28	2
Orange County	B.1	2020-07-13	29	3
Orange County	B.1	2020-07-15	29	2
Orange County	B.1	2020-07-20	30	1
Orange County	B.1	2020-07-21	30	3
Orange County	B.1	2020-07-22	30	2
Orange County	B.1	2020-07-23	30	1
Orange County	B.1	2020-07-24	30	2
Orange County	B.1	2020-07-27	31	7
Orange County	B.1	2020-07-28	31	2
Orange County	B.1	2020-07-30	31	1
Orange County	B.1	2020-07-31	31	1
Orange County	B.1	2020-08-04	32	2
Orange County	B.1	2020-08-09	33	1
Orange County	B.1	2020-08-11	33	3
Orange County	B.1	2020-08-13	33	2
Orange County	B.1	2020-08-14	33	7
Orange County	B.1	2020-08-17	34	2
Orange County	B.1	2020-08-18	34	2
Orange County	B.1	2020-08-19	34	7
Orange County	B.1	2020-08-20	34	2
Orange County	B.1	2020-08-21	34	2
Orange County	B.1	2020-08-26	35	2
Orange County	B.1	2020-08-31	36	3
Orange County	B.1	2020-09-01	36	5
Orange County	B.1	2020-09-02	36	2
Orange County	B.1	2020-09-08	37	7
Orange County	B.1	2020-09-09	37	3
Orange County	B.1	2020-09-10	37	2
Orange County	B.1	2020-09-11	37	2
Orange County	B.1	2020-09-14	38	2
Orange County	B.1	2020-09-15	38	2
Orange County	B.1	2020-09-16	38	6
Orange County	B.1	2020-09-19	38	1
Orange County	B.1	2020-09-22	39	6
Orange County	B.1	2020-09-23	39	4
Orange County	B.1	2020-09-24	39	3
Orange County	B.1	2020-09-29	40	2
Orange County	B.1	2020-10-02	40	1
Orange County	B.1	2020-10-04	41	1
Orange County	B.1	2020-10-05	41	1
Orange County	B.1	2020-10-13	42	1
Orange County	B.1	2020-10-15	42	2
Orange County	B.1	2020-10-16	42	1
Orange County	B.1	2020-10-17	42	2
Orange County	B.1	2020-10-26	44	2
Orange County	B.1	2020-10-27	44	1
Orange County	B.1	2020-11-02	45	1
Orange County	B.1	2020-11-16	47	1
Orange County	B.1	2020-11-21	47	1
Orange County	B.1	2020-11-27	48	1
Orange County	B.1	2020-11-29	49	1
Orange County	B.1	2020-12-02	49	1
Orange County	B.1	2020-12-03	49	1
Orange County	B.1	2020-12-22	52	2
Orange County	B.1	2021-01-04	1	1
Orange County	B.1	2021-01-05	1	1
Orange County	B.1	2021-01-06	1	1
Orange County	B.1.1.10	2020-09-04	36	2
Orange County	B.1.1.10	2020-09-11	37	1
Orange County	B.1.1.10	2020-11-25	48	1
Orange County	B.1.1.10	2020-12-02	49	1
Orange County	B.1.1.128	2020-07-14	29	1
Orange County	B.1.1.128	2020-07-29	31	1
Orange County	B.1.1.128	2020-09-03	36	1
Orange County	B.1.1.132	2020-04-28	18	2
Orange County	B.1.1.132	2020-04-29	18	2
Orange County	B.1.1.132	2020-05-01	18	2
Orange County	B.1.1.132	2020-05-06	19	1
Orange County	B.1.1.132	2020-05-07	19	1
Orange County	B.1.1.132	2020-05-12	20	1
Orange County	B.1.1.132	2020-05-13	20	9
Orange County	B.1.1.132	2020-05-18	21	1
Orange County	B.1.1.132	2020-05-19	21	2
Orange County	B.1.1.132	2020-05-20	21	1
Orange County	B.1.1.132	2020-05-21	21	1
Orange County	B.1.1.132	2020-05-22	21	5
Orange County	B.1.1.132	2020-05-26	22	1
Orange County	B.1.1.132	2020-05-27	22	9
Orange County	B.1.1.132	2020-05-28	22	3
Orange County	B.1.1.132	2020-07-10	28	1
Orange County	B.1.1.132	2020-07-13	29	6
Orange County	B.1.1.132	2020-07-15	29	1
Orange County	B.1.1.147	2020-11-16	47	1
Orange County	B.1.1.147	2020-11-17	47	1
Orange County	B.1.1.147	2020-11-25	48	6
Orange County	B.1.1.147	2020-11-26	48	1
Orange County	B.1.1.147	2020-11-27	48	3
Orange County	B.1.1.147	2020-11-29	49	1
Orange County	B.1.1.147	2020-12-03	49	1
Orange County	B.1.1.147	2020-12-07	50	1
Orange County	B.1.1.147	2020-12-23	52	1
Orange County	B.1.1.15	2020-04-23	17	1
Orange County	B.1.1.167	2020-09-23	39	1
Orange County	B.1.1.167	2020-09-28	40	4
Orange County	B.1.1.167	2020-09-29	40	2
Orange County	B.1.1.167	2020-10-01	40	4
Orange County	B.1.1.167	2020-10-08	41	3
Orange County	B.1.1.172	2020-04-15	16	6
Orange County	B.1.1.172	2020-04-16	16	6
Orange County	B.1.1.172	2020-04-17	16	2
Orange County	B.1.1.172	2020-04-20	17	2
Orange County	B.1.1.172	2020-04-22	17	8
Orange County	B.1.1.172	2020-04-29	18	1
Orange County	B.1.1.172	2020-05-15	20	6
Orange County	B.1.1.172	2020-05-19	21	2
Orange County	B.1.1.172	2020-05-21	21	1
Orange County	B.1.1.172	2020-05-26	22	4
Orange County	B.1.1.172	2020-05-28	22	4
Orange County	B.1.1.172	2020-07-14	29	1
Orange County	B.1.1.212	2020-12-07	50	1
Orange County	B.1.1.216	2021-01-05	1	1
Orange County	B.1.1.222	2020-10-15	42	1
Orange County	B.1.1.222	2020-11-24	48	1
Orange County	B.1.1.222	2020-12-21	52	1
Orange County	B.1.1.228	2020-07-13	29	1
Orange County	B.1.1.228	2020-08-15	33	1
Orange County	B.1.1.228	2020-12-05	49	13
Orange County	B.1.1.228	2020-12-06	50	1
Orange County	B.1.1.228	2020-12-21	52	1
Orange County	B.1.1.239	2020-07-21	30	1
Orange County	B.1.1.239	2020-07-23	30	1
Orange County	B.1.1.239	2020-08-05	32	1
Orange County	B.1.1.239	2020-08-10	33	3
Orange County	B.1.1.239	2020-08-16	34	1
Orange County	B.1.1.239	2020-08-18	34	1
Orange County	B.1.1.239	2020-08-19	34	1
Orange County	B.1.1.239	2020-08-31	36	1
Orange County	B.1.1.239	2020-09-08	37	1
Orange County	B.1.1.239	2020-09-15	38	1
Orange County	B.1.1.239	2020-10-05	41	1
Orange County	B.1.1.244	2020-09-23	39	1
Orange County	B.1.1.244	2020-11-13	46	2
Orange County	B.1.1.246	2020-12-09	50	1
Orange County	B.1.1.287	2020-07-21	30	2
Orange County	B.1.1.287	2020-08-04	32	2
Orange County	B.1.1.304	2020-07-10	28	1
Orange County	B.1.1.304	2020-07-14	29	1
Orange County	B.1.1.44	2020-11-06	45	1
Orange County	B.1.1.54	2020-04-16	16	1
Orange County	B.1.1.54	2020-04-28	18	1
Orange County	B.1.1.61	2020-04-16	16	2
Orange County	B.1.1.61	2020-04-21	17	1
Orange County	B.1.1.61	2020-04-22	17	6
Orange County	B.1.1.61	2020-04-23	17	9
Orange County	B.1.1.61	2020-04-25	17	1
Orange County	B.1.1.61	2020-04-26	18	2
Orange County	B.1.1.61	2020-04-27	18	6
Orange County	B.1.1.61	2020-04-28	18	11
Orange County	B.1.1.61	2020-04-30	18	11
Orange County	B.1.1.61	2020-05-01	18	2
Orange County	B.1.1.61	2020-05-03	19	1
Orange County	B.1.1.61	2020-05-04	19	2
Orange County	B.1.1.61	2020-05-05	19	1
Orange County	B.1.1.61	2020-05-07	19	5
Orange County	B.1.1.61	2020-05-08	19	1
Orange County	B.1.1.61	2020-05-13	20	3
Orange County	B.1.1.61	2020-05-26	22	1
Orange County	B.1.1.70	2020-05-07	19	1
Orange County	B.1.1.70	2020-05-21	21	1
Orange County	B.1.1.70	2020-06-23	26	1
Orange County	B.1.1.70	2020-07-09	28	1
Orange County	B.1.1.70	2020-07-14	29	2
Orange County	B.1.1.70	2020-07-15	29	1
Orange County	B.1.1.70	2020-07-17	29	1
Orange County	B.1.1.70	2020-07-22	30	1
Orange County	B.1.1.70	2020-07-26	31	1
Orange County	B.1.1.70	2020-10-06	41	2
Orange County	B.1.1.70	2020-10-13	42	2
Orange County	B.1.1.70	2020-10-15	42	1
Orange County	B.1.1.70	2020-10-28	44	1
Orange County	B.1.1.70	2020-11-13	46	1
Orange County	B.1.1.70	2020-11-15	47	2
Orange County	B.1.1.70	2020-11-16	47	1
Orange County	B.1.1.70	2020-11-24	48	1
Orange County	B.1.1.70	2020-11-25	48	1
Orange County	B.1.1.70	2020-11-29	49	1
Orange County	B.1.1.70	2021-01-05	1	1
Orange County	B.1.1.85	2020-12-09	50	1
Orange County	B.1.110	2020-04-17	16	1
Orange County	B.1.110.3	2020-11-02	45	4
Orange County	B.1.110.3	2020-11-07	45	2
Orange County	B.1.110.3	2020-11-25	48	1
Orange County	B.1.189	2020-07-12	29	1
Orange County	B.1.189	2020-08-18	34	1
Orange County	B.1.189	2020-12-23	52	1
Orange County	B.1.2	2020-08-31	36	1
Orange County	B.1.2	2020-09-21	39	2
Orange County	B.1.2	2020-09-23	39	1
Orange County	B.1.2	2020-09-26	39	1
Orange County	B.1.2	2020-10-05	41	1
Orange County	B.1.2	2020-10-07	41	1
Orange County	B.1.2	2020-10-08	41	2
Orange County	B.1.2	2020-10-12	42	1
Orange County	B.1.2	2020-10-13	42	1
Orange County	B.1.2	2020-10-15	42	1
Orange County	B.1.2	2020-10-16	42	1
Orange County	B.1.2	2020-10-18	43	7
Orange County	B.1.2	2020-10-19	43	1
Orange County	B.1.2	2020-10-20	43	3
Orange County	B.1.2	2020-10-22	43	2
Orange County	B.1.2	2020-11-04	45	1
Orange County	B.1.2	2020-11-05	45	1
Orange County	B.1.2	2020-11-10	46	1
Orange County	B.1.2	2020-11-12	46	1
Orange County	B.1.2	2020-11-13	46	2
Orange County	B.1.2	2020-11-14	46	1
Orange County	B.1.2	2020-11-15	47	1
Orange County	B.1.2	2020-11-16	47	37
Orange County	B.1.2	2020-11-17	47	25
Orange County	B.1.2	2020-11-19	47	1
Orange County	B.1.2	2020-11-20	47	4
Orange County	B.1.2	2020-11-24	48	3
Orange County	B.1.2	2020-11-25	48	6
Orange County	B.1.2	2020-11-27	48	1
Orange County	B.1.2	2020-11-28	48	4
Orange County	B.1.2	2020-11-29	49	2
Orange County	B.1.2	2020-11-30	49	2
Orange County	B.1.2	2020-12-02	49	4
Orange County	B.1.2	2020-12-03	49	9
Orange County	B.1.2	2020-12-04	49	5
Orange County	B.1.2	2020-12-06	50	1
Orange County	B.1.2	2020-12-07	50	3
Orange County	B.1.2	2020-12-08	50	10
Orange County	B.1.2	2020-12-09	50	10
Orange County	B.1.2	2020-12-10	50	1
Orange County	B.1.2	2020-12-21	52	5
Orange County	B.1.2	2020-12-22	52	15
Orange County	B.1.2	2020-12-23	52	1
Orange County	B.1.2	2020-12-27	53	1
Orange County	B.1.2	2020-12-29	53	10
Orange County	B.1.2	2020-12-30	53	2
Orange County	B.1.2	2021-01-04	1	7
Orange County	B.1.2	2021-01-05	1	2
Orange County	B.1.2	2021-01-06	1	1
Orange County	B.1.232	2020-09-11	37	1
Orange County	B.1.232	2020-11-28	48	1
Orange County	B.1.232	2020-12-02	49	1
Orange County	B.1.232	2020-12-09	50	1
Orange County	B.1.232	2021-01-04	1	1
Orange County	B.1.234	2020-12-27	53	1
Orange County	B.1.234	2020-12-28	53	3
Orange County	B.1.234	2020-12-29	53	2
Orange County	B.1.239	2020-09-15	38	1
Orange County	B.1.239	2020-09-17	38	1
Orange County	B.1.239	2020-09-22	39	2
Orange County	B.1.240	2020-07-12	29	3
Orange County	B.1.241	2020-11-27	48	5
Orange County	B.1.241	2020-11-29	49	3
Orange County	B.1.241	2020-12-03	49	2
Orange County	B.1.243	2020-08-31	36	1
Orange County	B.1.243	2020-10-20	43	1
Orange County	B.1.243	2020-11-27	48	3
Orange County	B.1.243	2020-12-01	49	1
Orange County	B.1.243	2020-12-02	49	16
Orange County	B.1.243	2020-12-10	50	1
Orange County	B.1.243	2020-12-28	53	1
Orange County	B.1.243	2021-01-04	1	2
Orange County	B.1.258	2021-01-04	1	1
Orange County	B.1.265	2020-10-15	42	1
Orange County	B.1.265	2020-11-14	46	1
Orange County	B.1.265	2020-11-27	48	1
Orange County	B.1.311	2020-11-13	46	1
Orange County	B.1.313	2020-07-24	30	2
Orange County	B.1.313	2020-07-28	31	1
Orange County	B.1.313	2020-08-04	32	1
Orange County	B.1.313	2020-08-05	32	1
Orange County	B.1.313	2020-08-10	33	1
Orange County	B.1.319	2020-11-07	45	1
Orange County	B.1.320	2020-04-16	16	2
Orange County	B.1.320	2020-04-17	16	3
Orange County	B.1.320	2020-04-18	16	7
Orange County	B.1.320	2020-04-19	17	2
Orange County	B.1.320	2020-04-20	17	1
